"調查年度",95,"放養面積","1.3442(公頃)"
"魚種名稱","鱘","放養數量","76,600(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","8","13","1.3442","5.4411","6.7853","100.00","76,600","195,800"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","0","8","0","2.6126","2.6126","38.50","0","30,500"
"雲林縣","2","3","1.0147","0.8285","1.8432","27.16","41,000","105,800"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","5","0","0.2295","0","0.2295","3.38","5,600","0"
"桃園縣","0","0","0","0","0","0","0","100"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","2","0","2.0000","2.0000","29.48","0","39,000"
"南投縣","0","0","0","0","0","0","0","400"
"臺北縣","1","0","0.1000","0","0.1000","1.47","30,000","20,000"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","0","0","0","0","0","0"
"自有","7","9","1.2261","3.6818","4.9079","75.42"
"公有租用","1","0","0.1181","0","0.1181","1.81"
"私有租用","0","3","0","1.4812","1.4812","22.76"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","0","0","0","0","0","0"
"中間養成","1","4","0.8966","1.3285","2.2251","32.79"
"成魚養成","7","9","0.4476","4.1126","4.5602","67.21"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","6","2","0.3295","2.0000","2.3295","34.33"
"純海水","1","7","0.8966","1.6818","2.5784","38.00"
"半淡鹹水","1","4","0.1181","1.7593","1.8774","27.67"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","1","0","0.0459","0","0.0459","0.68"
"今年7月","0","0","0","0","0","0"
"今年8月","1","0","0.1000","0","0.1000","1.47"
"今年9月","1","2","0.1181","1.7622","1.8803","27.71"
"今年10月","2","4","0.0918","1.7593","1.8511","27.28"
"今年11月","0","0","0","0","0","0"
"今年12月","0","4","0","1.0902","1.0902","16.07"
"明年1月","0","0","0","0","0","0"
"明年2月","0","0","0","0","0","0"
"明年3月","1","0","0.8966","0","0.8966","13.21"
"明年4月","0","0","0","0","0","0"
"明年5月","0","2","0","0.3294","0.3294","4.85"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","2","1","0.0918","0.5000","0.5918","8.72"
"今年4月","0","0","0","0","0","0"
"今年1月","0","0","0","0","0","0"
"今年3月","0","0","0","0","0","0"
"今年2月","0","0","0","0","0","0"
