"調查年度",93,"放養面積","(公頃)"
"魚種名稱","鱘","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","0","1","0","0.9300","0.9300","36.61","0","57,000"
"雲林縣","8","0","0.8200","0","0.8200","32.28","450,000","0"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","2","0","0.5600","0.5600","22.05","0","20,000"
"臺南市","1","0","0.1200","0","0.1200","4.72","5,000","0"
"宜蘭縣","10","0","0.1100","0","0.1100","4.33","11,400","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","19","3","1.0500","1.4900","2.5400","100.00","466,400","77,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","4","0","0.0200","0","0.0200","0.79"
"室外","15","3","1.0300","1.4900","2.5200","99.21"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","0","0","0","0","0","0"
"中間養成","8","0","0.8200","0","0.8200","32.28"
"成魚養成","11","1","0.2300","0.9300","1.1600","45.67"
"蓄養可上市之成魚","0","2","0","0.5600","0.5600","22.05"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","17","0","0.9100","0","0.9100","100.00"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","0","0","0","0","0","0"
"今年8月","0","0","0","0","0","0"
"今年9月","1","0","0.0200","0","0.0200","0.79"
"今年10月","1","2","0.1200","0.5600","0.6800","26.77"
"今年11月","0","1","0","0.9300","0.9300","36.61"
"今年12月","9","0","0.8400","0","0.8400","33.07"
"明年1月","1","0","0","0","0","0"
"明年2月","0","0","0","0","0","0"
"明年3月","2","0","0.0200","0","0.0200","0.79"
"明年4月","0","0","0","0","0","0"
"明年5月","1","0","0","0","0","0"
"明年6月","1","0","0.0200","0","0.0200","0.79"
"明年7月","1","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","1","0","0.0300","0","0.0300","1.18"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","1","0","0","0","0","0"
