"調查年度",90,"放養面積","(公頃)"
"魚種名稱","白蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","2,456","20","563.2649","4.6670","567.9319","31.09","354,567,380","6,983,000"
"臺南縣","682","155","351.5387","89.8924","441.4311","24.16","152,054,000","102,579,000"
"雲林縣","223","0","61.0092","0","61.0092","3.34","28,009,300","0"
"嘉義縣","863","60","296.5601","27.3158","323.8759","17.73","287,077,200","148,751,000"
"高雄縣","774","9","179.4376","2.7372","182.1748","9.97","100,284,009","53,708,000"
"彰化縣","44","2","12.7947","0.2132","13.0079","0.71","13,059,000","80,000"
"臺南市","286","43","117.3214","17.9395","135.2609","7.40","66,991,500","22,683,000"
"宜蘭縣","357","0","79.5819","0","79.5819","4.36","59,377,500","500,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","67","0","22.5890","0","22.5890","1.24","28,145,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","5,752","289","1,684.0975","142.7651","1,826.8626","100.00","1,089,564,889","335,284,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","12","6","1.5303","0.2276","1.7579","0.10"
"室外","5,737","283","1,682.1314","142.5375","1,824.6689","99.88"
"兼有","3","0","0.4358","0","0.4358","0.02"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","261","12","63.0724","5.2773","68.3497","3.74"
"中間養成","1,293","60","352.9464","30.8706","383.8170","21.01"
"成魚養成","3,871","215","1,173.3123","106.4040","1,279.7163","70.05"
"蓄養可上市之成魚","327","2","94.7664","0.2132","94.9796","5.20"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","744","49","274.0768","22.1773","296.2541","20.50"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","4,068","134","1,085.9188","63.0128","1,148.9316","79.50"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.3077","0","0.3077","0.02"
"今年6月","179","0","39.6110","0","39.6110","2.17"
"今年7月","708","16","187.5597","7.0645","194.6242","10.65"
"今年8月","1,343","64","371.0218","29.8659","400.8877","21.94"
"今年9月","1,614","66","482.8235","37.3302","520.1537","28.47"
"今年10月","980","87","331.4427","48.3309","379.7736","20.79"
"今年11月","384","24","110.1260","7.9606","118.0866","6.46"
"今年12月","275","22","77.2911","8.5848","85.8759","4.70"
"明年1月","69","4","21.5279","1.4698","22.9977","1.26"
"明年2月","30","4","7.7459","1.2352","8.9811","0.49"
"明年3月","37","1","13.2218","0.6864","13.9082","0.76"
"明年4月","14","0","4.2370","0","4.2370","0.23"
"明年5月","25","0","4.1275","0","4.1275","0.23"
"明年6月","45","0","16.6178","0","16.6178","0.91"
"明年7月","11","0","3.9454","0","3.9454","0.22"
"明年8月","16","0","6.0497","0","6.0497","0.33"
"明年9月","6","0","1.9147","0","1.9147","0.10"
"明年10月","10","1","3.2327","0.2368","3.4695","0.19"
"明年11月","3","0","0.7899","0","0.7899","0.04"
"明年12月","2","0","0.5037","0","0.5037","0.03"
"後年","0","0","0","0","0","0"
