"調查年度",95,"放養面積","497.3903(公頃)"
"魚種名稱","白蝦","放養數量","644,095,000(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","1,580","400","497.3903","165.2373","662.6276","100.00","644,095,000","2,273,433,798"
"屏東縣","120","1","20.9049","0.4123","21.3172","3.22","42,250,000","27,050,000"
"臺南縣","243","26","114.6097","13.5221","128.1318","19.34","103,207,000","927,932,596"
"雲林縣","147","56","54.5002","22.2632","76.7634","11.58","65,798,000","64,409,900"
"嘉義縣","699","171","198.7147","59.9702","258.6849","39.04","329,100,000","812,792,502"
"高雄縣","131","25","35.5568","8.2271","43.7839","6.61","38,960,000","338,438,000"
"彰化縣","1","0","1.5634","0","1.5634","0.24","100,000","0"
"臺南市","71","116","33.7792","47.8508","81.6300","12.32","17,250,000","89,755,800"
"宜蘭縣","156","2","35.4489","1.7118","37.1607","5.61","40,930,000","2,300,000"
"桃園縣","1","1","0","0.2798","0.2798","0.04","1,500,000","1,000,000"
"花蓮縣","4","0","0.5647","0","0.5647","0.09","2,000,000","0"
"臺東縣","6","0","1.2718","0","1.2718","0.19","2,700,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","1,760,000"
"南投縣","0","0","0","0","0","0","0","300,000"
"臺北縣","0","0","0","0","0","0","0","400,000"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","100,000"
"臺中縣","1","0","0.4760","0","0.4760","0.07","300,000","2,195,000"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","1","0","11.0000","11.0000","1.66","0","2,500,000"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","1","0","0","0","0","0","2,500,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","9","0","2.8634","0","2.8634","0.43"
"自有","1,303","295","387.7753","110.4118","498.1871","75.34"
"公有租用","122","77","52.2041","45.2533","97.4574","14.74"
"私有租用","142","27","53.3606","9.3779","62.7385","9.49"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","36","2","10.0274","1.0964","11.1238","1.68"
"中間養成","211","67","75.8319","35.1522","110.9841","16.75"
"成魚養成","1,333","331","411.5310","128.9887","540.5197","81.57"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","262","109","87.0910","39.1769","126.2679","19.06"
"純海水","511","185","172.7048","92.4665","265.1713","40.02"
"半淡鹹水","807","106","237.5945","33.5939","271.1884","40.93"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","12","0","2.6177","0","2.6177","0.40"
"今年6月","14","6","4.5240","1.3922","5.9162","0.89"
"今年7月","51","19","11.9245","6.4035","18.3280","2.77"
"今年8月","91","27","28.1826","10.6466","38.8292","5.86"
"今年9月","249","106","86.0656","42.0376","128.1032","19.33"
"今年10月","300","49","93.0444","23.7315","116.7759","17.62"
"今年11月","136","25","42.2949","22.4189","64.7138","9.77"
"今年12月","279","62","83.8141","24.7476","108.5617","16.38"
"明年1月","155","26","48.6376","9.0655","57.7031","8.71"
"明年2月","120","20","34.3111","5.9274","40.2385","6.07"
"明年3月","70","30","27.7805","8.7234","36.5039","5.51"
"明年4月","40","16","14.2893","5.0210","19.3103","2.91"
"明年5月","35","11","10.4000","3.5887","13.9887","2.11"
"明年6月","6","1","2.6208","0.5572","3.1780","0.48"
"明年7月","12","0","2.7008","0","2.7008","0.41"
"明年8月","3","0","0.7165","0","0.7165","0.11"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","1","1","0.6268","0.7023","1.3291","0.20"
"後年","0","0","0","0","0","0"
"今年4月","4","1","0.9130","0.2739","1.1869","0.18"
"今年1月","1","0","0.3627","0","0.3627","0.05"
"今年3月","1","0","1.5634","0","1.5634","0.24"
"今年2月","0","0","0","0","0","0"
