"調查年度",91,"放養面積","(公頃)"
"魚種名稱","白蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,747","5","410.5700","4.1300","414.7000","18.97","264,346,580","3,950,000"
"臺南縣","1,012","198","539.4400","109.7800","649.2200","29.69","311,135,000","368,413,500"
"雲林縣","387","4","106.4800","0.7000","107.1800","4.90","39,915,100","58,443,000"
"嘉義縣","1,257","178","383.1900","71.0100","454.2000","20.77","335,956,000","409,611,300"
"高雄縣","658","28","178.5200","6.9200","185.4400","8.48","113,604,800","151,555,200"
"彰化縣","42","1","14.0300","0.2800","14.3100","0.65","10,144,000","1,500,000"
"臺南市","462","82","173.1800","54.7800","227.9600","10.43","97,794,000","59,772,000"
"宜蘭縣","531","0","116.7900","0","116.7900","5.34","103,770,000","150,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","1","0","0.0800","0","0.0800","0.00","600,000","0"
"臺東縣","58","0","16.6500","0","16.6500","0.76","23,350,000","400,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","6,155","496","1,938.9300","247.6000","2,186.5300","100.00","1,300,615,480","1,053,795,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","11","3","2.0400","0.5300","2.5700","0.12"
"室外","6,136","491","1,935.4100","245.7300","2,181.1400","99.75"
"兼有","8","2","1.4800","1.3400","2.8200","0.13"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","227","19","61.5300","8.7700","70.3000","3.22"
"中間養成","1,303","60","389.4300","26.1600","415.5900","19.01"
"成魚養成","4,321","415","1,390.1600","212.6700","1,602.8300","73.30"
"蓄養可上市之成魚","304","2","97.8100","0","97.8100","4.47"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,143","80","438.6400","38.3200","476.9600","28.08"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","4,147","205","1,134.3300","87.4200","1,221.7500","71.92"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","16","4","3.4100","1.1700","4.5800","0.21"
"今年6月","182","8","44.3900","3.8900","48.2800","2.21"
"今年7月","699","26","199.8000","13.7900","213.5900","9.77"
"今年8月","1,744","74","460.0900","33.5400","493.6300","22.58"
"今年9月","1,747","94","571.7400","64.7000","636.4400","29.11"
"今年10月","1,089","173","426.1100","83.1100","509.2200","23.29"
"今年11月","320","38","118.4500","15.8600","134.3100","6.14"
"今年12月","160","43","56.7700","16.6000","73.3700","3.36"
"明年1月","59","7","19.3800","2.4400","21.8200","1.00"
"明年2月","26","7","8.1000","3.6300","11.7300","0.54"
"明年3月","22","10","4.7100","3.0100","7.7200","0.35"
"明年4月","23","4","5.1400","1.5500","6.6900","0.31"
"明年5月","16","1","1.3000","0.4700","1.7700","0.08"
"明年6月","17","1","5.5800","0.3100","5.8900","0.27"
"明年7月","4","0","0.7200","0","0.7200","0.03"
"明年8月","4","2","2.1300","1.0400","3.1700","0.14"
"明年9月","14","3","8.3800","2.0000","10.3800","0.47"
"明年10月","6","1","1.6900","0.4900","2.1800","0.10"
"明年11月","7","0","1.0400","0","1.0400","0.05"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
