"調查年度",92,"放養面積","(公頃)"
"魚種名稱","白蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","584","0","102.0200","0","102.0200","4.72","116,147,600","1,650,000"
"臺南縣","932","613","439.0100","327.8300","766.8400","35.50","203,195,000","441,152,500"
"雲林縣","579","0","198.3700","0","198.3700","9.18","77,869,570","0"
"嘉義縣","1,398","477","402.3100","167.6300","569.9400","26.39","533,478,000","331,748,215"
"高雄縣","182","3","58.1500","1.3500","59.5000","2.75","40,670,000","96,189,000"
"彰化縣","51","1","20.8600","0.8300","21.6900","1.00","23,000,000","1,450,000"
"臺南市","610","208","223.7900","95.4200","319.2100","14.78","120,680,000","111,418,000"
"宜蘭縣","623","10","116.4900","2.2700","118.7600","5.50","137,312,600","1,727,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","1","0","0.3200","0","0.3200","0.01","100,000","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","7","0","3.1600","0","3.1600","0.15","2,570,000","2,650,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","4,967","1,312","1,564.4800","595.3300","2,159.8100","100.00","1,255,022,770","987,984,715"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","19","1","1.3200","0.0200","1.3400","0.06"
"室外","4,948","1,311","1,563.1600","595.3100","2,158.4700","99.94"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","72","4","10.8700","1.5300","12.4000","0.57"
"中間養成","1,512","161","534.3500","87.6600","622.0100","28.80"
"成魚養成","2,972","1,128","922.3700","500.6900","1,423.0600","65.89"
"蓄養可上市之成魚","411","19","96.8900","5.4500","102.3400","4.74"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","446","108","171.0200","46.1100","217.1300","14.22"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","3,586","688","1,026.9000","282.7500","1,309.6500","85.78"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","18","1","3.1300","0.0900","3.2200","0.15"
"今年6月","129","7","29.9400","2.0200","31.9600","1.48"
"今年7月","478","14","124.0300","6.9700","131.0000","6.07"
"今年8月","1,388","117","361.3500","45.1100","406.4600","18.82"
"今年9月","1,881","456","641.5900","196.9300","838.5200","38.82"
"今年10月","574","378","234.4400","166.5800","401.0200","18.57"
"今年11月","358","276","125.1200","155.6600","280.7800","13.00"
"今年12月","104","51","31.7400","18.6400","50.3800","2.33"
"明年1月","10","6","3.2000","1.4900","4.6900","0.22"
"明年2月","4","3","0.5000","0.8100","1.3100","0.06"
"明年3月","3","0","2.7500","0","2.7500","0.13"
"明年4月","0","0","0","0","0","0"
"明年5月","0","1","0","0.0200","0.0200","0.00"
"明年6月","5","0","1.4700","0","1.4700","0.07"
"明年7月","0","0","0","0","0","0"
"明年8月","1","1","0.5800","0.4400","1.0200","0.05"
"明年9月","4","0","1.8800","0","1.8800","0.09"
"明年10月","4","1","0.9400","0.5700","1.5100","0.07"
"明年11月","6","0","1.8200","0","1.8200","0.08"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
