"調查年度",96,"放養面積","916.5103(公頃)"
"魚種名稱","白蝦","放養數量","1,000,729,542(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計"
"總　計","415","556","132","70","1,174","329.9623","444.2428","92.2496","49.2308","916.5103","100.00","1,000,729,542","415","556","132","70","1,174"
"屏東縣","7","38","9","6","60","4.3652","15.6491","1.5692","5.6271","27.2106","2.97","49,530,008","7","38","9","6","60"
"臺南縣","103","119","12","8","242","92.6545","132.4637","20.9134","8.4590","254.4906","27.77","154,131,080","103","119","12","8","242"
"雲林縣","45","115","40","3","203","38.1247","77.5622","23.7587","1.7093","141.1549","15.40","126,217,024","45","115","40","3","203"
"嘉義縣","179","211","50","34","475","147.7447","179.6523","36.6312","23.6354","388.4884","42.39","575,648,046","179","211","50","34","475"
"高雄縣","14","28","4","10","56","6.7533","12.8681","3.4438","4.2263","27.2915","2.98","29,994,881","14","28","4","10","56"
"彰化縣","0","1","0","0","1","0","1.0000","0","0","1.0000","0.11","200,000","0","1","0","0","1"
"臺南市","24","5","0","3","32","24.5250","3.8536","0","2.1963","30.5749","3.34","14,570,000","24","5","0","3","32"
"宜蘭縣","41","35","17","3","96","13.9266","18.5376","5.9333","1.0561","39.4536","4.30","39,178,500","41","35","17","3","96"
"桃園縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","1","0","0","1","0","0.3700","0","0","0.3700","0.04","2,300,000","0","1","0","0","1"
"臺東縣","2","3","0","0","5","1.8683","2.2862","0","0","4.1545","0.45","7,160,003","2","3","0","0","5"
"澎湖縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","3","3","0","0","0","2.3213","2.3213","0.25","1,800,000","0","0","0","3","3"
"南投縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","新放養量(尾、粒、隻)"
"今年3月","0","0","0"
"今年4月","2","1.8626","2,200,000"
"今年5月","10","6.9391","8,519,250"
"今年6月","21","16.1705","16,001,001"
"今年7月","52","42.6826","50,602,002"
"今年8月","93","58.0200","64,093,751"
"今年9月","232","159.6385","114,536,036"
"今年10月","281","209.1116","165,322,054"
"今年11月","149","104.6655","247,765,030"
"今年12月","295","239.2563","256,299,902"
"明年1月","39","24.3617","24,960,000"
"明年2月","25","22.6923","20,980,006"
"明年3月","18","8.3211","5,830,003"
"明年4月","12","5.5639","2,420,005"
"明年5月","2","0.4229","800,000"
"明年6月","0","0","0"
"明年7月","0","0","0"
"明年8月","1","1.8110","2,100,000"
"明年9月","1","1.0180","1"
"明年10月","2","2.3456","1,100,000"
"明年11月","3","1.3951","1,400,000"
"明年12月","2","0.1600","75,000"
"後年","0","0","0"
