"調查年度",97,"放養面積","786.7458(公頃)"
"魚種名稱","白蝦","放養數量","1,060,752,944(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數",,,,,"養殖戶類別統計"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,"在池（尾、粒、隻）","新放養（尾、粒、隻）","第一類(有水權)","第一類(無水權)","第二類","第三類","小計","魚苗戶","養成戶"
"總　計","355","413","147","106","1,021","288.8009","329.1092","86.8120","82.0237","786.7458","100.00","0","1,060,752,944","355","413","147","106","1,021","0","0"
"屏東縣","3","35","11","15","64","0.2656","13.7227","2.0577","10.4801","26.5262","3.37","0","43,340,000","3","35","11","15","64","0","0"
"臺南縣","95","86","5","11","197","91.0133","105.6993","2.2068","10.0014","208.9208","26.56","0","228,080,403","95","86","5","11","197","0","0"
"雲林縣","43","125","59","3","230","42.5828","100.0359","40.7598","4.4329","187.8114","23.87","0","149,075,110","43","125","59","3","230","0","0"
"嘉義縣","145","118","58","43","364","113.7251","85.9489","36.7390","37.1493","273.5623","34.77","0","541,279,431","145","118","58","43","364","0","0"
"高雄縣","12","31","0","15","58","7.7813","13.3237","0","9.6010","30.7060","3.90","0","36,458,000","12","31","0","15","58","0","0"
"彰化縣","0","4","0","6","10","0","0.8968","0","2.7900","3.6868","0.47","0","2,585,000","0","4","0","6","10","0","0"
"臺南市","13","2","0","2","17","12.4957","2.5063","0","2.4303","17.4323","2.22","0","10,100,000","13","2","0","2","17","0","0"
"宜蘭縣","43","12","14","5","74","20.1371","6.9756","5.0486","2.8312","34.9926","4.45","0","42,080,000","43","12","14","5","74","0","0"
"桃園縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","1","0","0","1","2","0.8000","0","0","0.3700","1.1700","0.15","0","5,300,000","1","0","0","1","2","0","0"
"臺東縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","5","5","0","0","0","1.9374","1.9374","0.25","0","2,455,000","0","0","0","5","5","0","0"
"南投縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","在池放養量(尾、粒、隻)","新放養量(尾、粒、隻)","預定收獲重量(公噸)"
"經營型態統計─口數、面積(公頃)"
"所屬縣市","無填寫",,"魚苗繁殖",,"中間養殖",,"成魚養成"
,"魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)"
"經營型態統計─放養量(尾、粒、隻)"
"所屬縣市","無填寫",,"魚苗繁殖",,"中間養殖",,"成魚養成"
,"在池","新放養","在池","新放養","在池","新放養","在池","新放養"
