"調查年度",89,"放養面積","(公頃)"
"魚種名稱","石斑","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,491","669","328.6992","240.9226","569.6218","43.17","26,816,188","7,679,900"
"臺南縣","491","124","205.8929","85.1851","291.0780","22.06","27,701,300","1,555,740"
"雲林縣","28","0","9.1111","0","9.1111","0.69","2,111,300","0"
"嘉義縣","226","5","58.9628","1.3924","60.3552","4.57","20,065,320","90,000"
"高雄縣","1,113","13","221.7833","4.8272","226.6105","17.17","18,729,750","273,300"
"彰化縣","28","0","6.7080","0","6.7080","0.51","5,521,428","0"
"臺南市","339","167","112.5730","41.3308","153.9038","11.66","37,475,300","1,889,530"
"宜蘭縣","19","0","1.3890","0","1.3890","0.11","1,181,500","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","1","0","0.8000","0","0.8000","0.06","5,000","1,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","3,736","978","945.9193","373.6581","1,319.5774","100.00","139,607,086","11,489,470"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","16","3","0.2972","0.9487","1.2459","0.09"
"室外","3,720","975","945.6221","372.7094","1,318.3315","99.91"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","837","26","230.1946","26.7662","256.9608","19.47"
"中間養成","795","211","193.9211","58.6890","252.6101","19.14"
"成魚養成","1,560","690","407.6897","269.9356","677.6253","51.35"
"蓄養可上市之成魚","544","51","114.1139","18.2673","132.3812","10.03"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","155","7","35.6207","1.9131","37.5338","8.96"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,376","173","316.4116","65.1872","381.5988","91.04"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","5","2","1.3698","0.6679","2.0377","0.15"
"今年6月","212","47","44.3834","18.6119","62.9953","4.77"
"今年7月","315","27","76.6679","18.5087","95.1766","7.21"
"今年8月","447","12","109.4174","4.7692","114.1866","8.65"
"今年9月","510","66","153.0245","17.0372","170.0617","12.89"
"今年10月","354","81","75.8947","32.2687","108.1634","8.20"
"今年11月","293","196","74.7225","69.5183","144.2408","10.93"
"今年12月","502","200","121.9087","76.0411","197.9498","15.00"
"明年1月","141","115","36.0664","39.2948","75.3612","5.71"
"明年2月","237","113","63.6404","42.1699","105.8103","8.02"
"明年3月","215","61","55.9282","27.9854","83.9136","6.36"
"明年4月","115","49","27.2269","23.1250","50.3519","3.82"
"明年5月","106","8","27.1002","3.4971","30.5973","2.32"
"明年6月","76","0","16.8153","0","16.8153","1.27"
"明年7月","63","0","14.1552","0","14.1552","1.07"
"明年8月","30","0","7.3966","0","7.3966","0.56"
"明年9月","17","0","3.0681","0","3.0681","0.23"
"明年10月","18","0","4.7235","0","4.7235","0.36"
"明年11月","5","0","1.1872","0","1.1872","0.09"
"明年12月","1","1","0.1405","0.1629","0.3034","0.02"
"後年","74","0","31.0819","0","31.0819","2.36"
