"調查年度",93,"放養面積","(公頃)"
"魚種名稱","石斑","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","2,563","50","685.3200","11.0100","696.3300","51.64","145,832,294","962,610"
"臺南縣","446","4","146.7600","2.1200","148.8800","11.04","49,623,600","101,000"
"雲林縣","41","30","8.9700","9.6300","18.6000","1.38","6,008,300","6,372,500"
"嘉義縣","260","14","51.5400","4.3100","55.8500","4.14","21,230,100","518,620"
"高雄縣","1,272","11","285.7400","4.3200","290.0600","21.51","22,850,400","1,162,200"
"彰化縣","30","0","3.2600","0","3.2600","0.24","4,138,900","21,930"
"臺南市","500","51","121.9500","11.2900","133.2400","9.88","107,381,210","3,083,400"
"宜蘭縣","11","0","2.0600","0","2.0600","0.15","392,105","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","1","0","0.2700","0","0.2700","0.02","1,000","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","5,124","160","1,305.8700","42.6800","1,348.5500","100.00","357,457,909","12,222,260"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","9","1","1.4500","0.3500","1.8000","0.13"
"室外","5,114","159","1,304.0100","42.3300","1,346.3400","99.84"
"兼有","1","0","0.4100","0","0.4100","0.03"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","1,176","14","219.4300","3.4600","222.8900","16.53"
"中間養成","735","55","214.7000","16.7200","231.4200","17.16"
"成魚養成","2,013","79","536.9700","19.5100","556.4800","41.27"
"蓄養可上市之成魚","1,200","12","334.7700","2.9900","337.7600","25.05"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","32","0","8.1100","0","8.1100","1.66"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,980","88","456.1500","24.4500","480.6000","98.34"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","42","0","7.5900","0","7.5900","0.56"
"今年6月","542","6","120.0500","2.1100","122.1600","9.06"
"今年7月","417","6","82.3400","2.0000","84.3400","6.26"
"今年8月","231","6","50.3300","1.2500","51.5800","3.83"
"今年9月","159","8","38.3800","2.7200","41.1000","3.05"
"今年10月","207","4","43.5100","0.8000","44.3100","3.29"
"今年11月","215","19","48.5900","5.6800","54.2700","4.03"
"今年12月","487","43","109.5000","12.0000","121.5000","9.01"
"明年1月","405","9","96.4000","1.0000","97.4000","7.22"
"明年2月","383","10","113.2300","2.6400","115.8700","8.59"
"明年3月","302","10","85.7400","2.5900","88.3300","6.55"
"明年4月","495","16","172.1300","3.6900","175.8200","13.04"
"明年5月","381","7","116.3400","2.0300","118.3700","8.78"
"明年6月","298","1","82.1900","0.4100","82.6000","6.13"
"明年7月","140","4","40.4800","0.9300","41.4100","3.07"
"明年8月","81","2","19.3800","0.0400","19.4200","1.44"
"明年9月","74","2","15.7500","0.9100","16.6600","1.24"
"明年10月","62","0","15.1400","0","15.1400","1.12"
"明年11月","51","0","13.3100","0","13.3100","0.99"
"明年12月","39","1","9.8900","0.2600","10.1500","0.75"
"後年","111","6","25.2000","1.6200","26.8200","1.99"
