"調查年度",92,"放養面積","(公頃)"
"魚種名稱","石斑","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,006","3","245.6600","0.6000","246.2600","23.93","32,569,794","99,500"
"臺南縣","623","87","205.2100","41.9800","247.1900","24.02","27,784,600","2,295,000"
"雲林縣","5","0","1.7400","0","1.7400","0.17","112,706","0"
"嘉義縣","268","11","58.2100","2.1100","60.3200","5.86","19,035,400","181,000"
"高雄縣","1,184","12","259.9400","5.8800","265.8200","25.83","14,414,204","246,500"
"彰化縣","3","0","0.7300","0","0.7300","0.07","31,000","0"
"臺南市","469","236","143.0100","57.9400","200.9500","19.53","75,865,230","5,095,650"
"宜蘭縣","13","0","3.4500","0","3.4500","0.34","400,000","167,500"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","4","3","0.8400","1.6900","2.5300","0.25","105,500","13,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","3,575","352","918.7900","110.2000","1,028.9900","100.00","170,318,434","8,098,150"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","7","0","0.4700","0","0.4700","0.05"
"室外","3,568","352","918.3200","110.2000","1,028.5200","99.95"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","1,014","29","234.0100","10.7300","244.7400","23.78"
"中間養成","648","41","170.8400","13.7300","184.5700","17.94"
"成魚養成","1,309","277","375.8100","83.5100","459.3200","44.64"
"蓄養可上市之成魚","604","5","138.1300","2.2300","140.3600","13.64"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","19","9","5.1400","1.8400","6.9800","2.10"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,259","33","313.2000","11.4200","324.6200","97.90"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","61","2","9.2600","1.1200","10.3800","1.01"
"今年6月","314","0","59.9600","0","59.9600","5.83"
"今年7月","427","31","113.4300","8.1400","121.5700","11.81"
"今年8月","374","189","95.4700","47.6900","143.1600","13.91"
"今年9月","244","16","61.2800","6.5200","67.8000","6.59"
"今年10月","222","16","56.4500","6.6900","63.1400","6.14"
"今年11月","262","33","76.0700","14.3500","90.4200","8.79"
"今年12月","359","35","118.9400","18.1200","137.0600","13.32"
"明年1月","192","16","45.9800","3.7900","49.7700","4.84"
"明年2月","194","4","59.7600","1.1000","60.8600","5.91"
"明年3月","123","2","33.6500","0.5700","34.2200","3.33"
"明年4月","73","5","20.0900","1.4600","21.5500","2.09"
"明年5月","88","0","17.3200","0","17.3200","1.68"
"明年6月","81","0","16.6900","0","16.6900","1.62"
"明年7月","95","0","24.5100","0","24.5100","2.38"
"明年8月","93","2","19.4600","0.4200","19.8800","1.93"
"明年9月","72","1","16.6000","0.2300","16.8300","1.64"
"明年10月","65","0","16.5800","0","16.5800","1.61"
"明年11月","54","0","12.1100","0","12.1100","1.18"
"明年12月","50","0","11.4300","0","11.4300","1.11"
"後年","132","0","33.7500","0","33.7500","3.28"
