"調查年度",94,"放養面積","(公頃)"
"魚種名稱","石斑","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","2,468","103","694.1300","23.7700","717.9000","49.90","91,441,830","1,830,100"
"臺南縣","434","45","139.1700","23.9400","163.1100","11.34","27,666,200","232,260"
"雲林縣","44","0","15.5600","0","15.5600","1.08","361,200","150"
"嘉義縣","227","17","43.9100","5.1700","49.0800","3.41","17,144,500","561,700"
"高雄縣","1,357","12","316.9000","5.6100","322.5100","22.42","18,599,800","1,657,000"
"彰化縣","30","0","5.9300","0","5.9300","0.41","3,297,400","3,500"
"臺南市","634","40","152.2400","9.4100","161.6500","11.24","98,195,580","732,300"
"宜蘭縣","8","0","1.2300","0","1.2300","0.09","115,000","10,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","4","0","0.7400","0","0.7400","0.05","58,000","14,060"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","4","0","0.9900","0","0.9900","0.07","11,000","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","5,210","217","1,370.8000","67.9000","1,438.7000","100.00","256,890,510","5,041,070"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","14","1","1.6900","0.3500","2.0400","0.14"
"室外","5,196","214","1,369.1100","67.4300","1,436.5400","99.85"
"兼有","0","2","0","0.1200","0.1200","0.01"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","1,036","1","188.8300","0.3500","189.1800","13.15"
"中間養成","1,196","24","310.1200","13.3500","323.4700","22.48"
"成魚養成","2,978","192","871.8500","54.2000","926.0500","64.37"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","68","8","16.0700","2.8600","18.9300","1.32"
"鹹水","5,142","209","1,354.7300","65.0400","1,419.7700","98.68"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","71","2","12.3800","0.3700","12.7500","0.89"
"今年6月","570","1","131.7700","0.0800","131.8500","9.17"
"今年7月","410","23","89.6200","7.6400","97.2600","6.76"
"今年8月","237","18","44.3200","5.1600","49.4800","3.44"
"今年9月","226","18","45.0400","4.4900","49.5300","3.44"
"今年10月","332","28","71.4100","13.7000","85.1100","5.92"
"今年11月","434","30","111.0900","9.1000","120.1900","8.36"
"今年12月","512","35","120.8800","9.8800","130.7600","9.09"
"明年1月","268","37","69.0200","8.9700","77.9900","5.42"
"明年2月","333","4","104.8500","1.1800","106.0300","7.37"
"明年3月","597","9","216.3200","3.0200","219.3400","15.25"
"明年4月","359","8","121.1300","2.4700","123.6000","8.59"
"明年5月","223","2","69.6900","0.6800","70.3700","4.89"
"明年6月","152","2","43.7400","1.1600","44.9000","3.12"
"明年7月","119","0","34.2400","0","34.2400","2.38"
"明年8月","64","0","13.3500","0","13.3500","0.93"
"明年9月","69","0","15.9900","0","15.9900","1.11"
"明年10月","50","0","13.1700","0","13.1700","0.92"
"明年11月","38","0","11.9200","0","11.9200","0.83"
"明年12月","24","0","7.1000","0","7.1000","0.49"
"後年","121","0","23.2200","0","23.2200","1.61"
