"調查年度",90,"放養面積","(公頃)"
"魚種名稱","草蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","276","95","87.9001","29.9006","117.8007","4.83","25,916,900","155,118,400"
"臺南縣","709","312","356.1152","202.3839","558.4991","22.91","186,033,000","121,382,600"
"雲林縣","748","143","227.4063","41.1287","268.5350","11.02","128,641,500","512,676,400"
"嘉義縣","1,431","312","435.9365","137.7773","573.7138","23.54","357,200,200","238,211,200"
"高雄縣","252","36","71.8877","17.7556","89.6433","3.68","45,077,000","5,901,000"
"彰化縣","80","0","27.4422","0","27.4422","1.13","17,817,600","690,000"
"臺南市","1,443","74","545.0457","47.5460","592.5917","24.31","304,608,600","16,657,900"
"宜蘭縣","662","17","190.1193","7.5570","197.6763","8.11","177,841,000","4,150,100"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","3","0","0.6896","0","0.6896","0.03","260,000","0"
"臺東縣","46","0","10.7304","0","10.7304","0.44","9,950,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","5,650","989","1,953.2730","484.0491","2,437.3221","100.00","1,253,345,800","1,054,787,600"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","7","1","1.3114","0.3561","1.6675","0.07"
"室外","5,640","987","1,951.8739","483.3814","2,435.2553","99.92"
"兼有","3","1","0.0877","0.3116","0.3993","0.02"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","185","15","60.4582","11.3143","71.7725","2.94"
"中間養成","825","177","300.5792","92.8175","393.3967","16.14"
"成魚養成","4,460","787","1,526.6472","377.7841","1,904.4313","78.14"
"蓄養可上市之成魚","180","10","65.5884","2.1332","67.7216","2.78"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","305","27","163.6791","10.4725","174.1516","12.88"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2,863","486","954.1054","223.3724","1,177.4778","87.12"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.1970","0","0.1970","0.01"
"今年6月","32","6","10.5056","1.1690","11.6746","0.48"
"今年7月","212","42","80.6925","31.2599","111.9524","4.59"
"今年8月","854","60","298.4478","25.8331","324.2809","13.30"
"今年9月","1,573","289","552.2160","130.4506","682.6666","28.01"
"今年10月","2,041","351","706.9461","187.3436","894.2897","36.69"
"今年11月","506","128","155.6467","56.0662","211.7129","8.69"
"今年12月","311","77","102.4561","36.3391","138.7952","5.69"
"明年1月","21","6","5.3622","2.7551","8.1173","0.33"
"明年2月","24","2","11.1454","0.9075","12.0529","0.49"
"明年3月","15","25","7.2157","10.7902","18.0059","0.74"
"明年4月","12","3","4.1198","1.1348","5.2546","0.22"
"明年5月","14","0","5.8008","0","5.8008","0.24"
"明年6月","9","0","3.2062","0","3.2062","0.13"
"明年7月","1","0","0.0648","0","0.0648","0.00"
"明年8月","12","0","4.1008","0","4.1008","0.17"
"明年9月","5","0","2.5603","0","2.5603","0.11"
"明年10月","5","0","2.1232","0","2.1232","0.09"
"明年11月","2","0","0.4660","0","0.4660","0.02"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
