"調查年度",93,"放養面積","(公頃)"
"魚種名稱","草蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","7","3","2.1900","1.3400","3.5300","0.88","1,720,000","2,160,000"
"臺南縣","61","20","24.2700","17.7700","42.0400","10.47","13,782,000","28,780,000"
"雲林縣","61","34","14.4700","11.7200","26.1900","6.52","12,920,000","28,188,600"
"嘉義縣","283","30","75.6800","10.1600","85.8400","21.37","60,115,500","27,682,000"
"高雄縣","118","7","34.4900","2.7900","37.2800","9.28","21,481,000","3,552,000"
"彰化縣","28","0","7.5800","0","7.5800","1.89","6,046,500","48,620"
"臺南市","256","60","94.1400","27.2200","121.3600","30.22","39,772,850","24,872,850"
"宜蘭縣","159","82","36.6900","39.8900","76.5800","19.07","34,585,000","9,749,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","4","0","1.2200","0","1.2200","0.30","425,000","2,360,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","977","236","290.7300","110.8900","401.6200","100.00","190,847,850","127,393,070"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","2","0","0.2100","0","0.2100","0.05"
"室外","975","236","290.5200","110.8900","401.4100","99.95"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","17","0","2.4800","0","2.4800","0.62"
"中間養成","152","25","45.5700","11.6200","57.1900","14.24"
"成魚養成","704","114","211.5200","55.7100","267.2300","66.54"
"蓄養可上市之成魚","104","97","31.1600","43.5600","74.7200","18.60"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","26","10","7.2800","5.8000","13.0800","6.73"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","460","128","123.8500","57.2900","181.1400","93.27"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","13","2","1.1300","1.5400","2.6700","0.67"
"今年7月","56","4","14.4300","1.9100","16.3400","4.07"
"今年8月","289","34","87.0800","12.0200","99.1000","24.68"
"今年9月","312","53","98.4800","30.4600","128.9400","32.12"
"今年10月","157","112","44.1200","48.5200","92.6400","23.07"
"今年11月","53","16","15.9600","7.8400","23.8000","5.93"
"今年12月","41","5","11.9600","2.7800","14.7400","3.67"
"明年1月","6","1","1.7500","1.3400","3.0900","0.77"
"明年2月","10","0","2.5800","0","2.5800","0.64"
"明年3月","5","3","2.4900","1.6700","4.1600","1.04"
"明年4月","10","1","3.1800","0.1400","3.3200","0.83"
"明年5月","3","0","1.0800","0","1.0800","0.27"
"明年6月","1","1","0.1700","0.2400","0.4100","0.10"
"明年7月","6","0","1.8500","0","1.8500","0.46"
"明年8月","2","1","0.2900","0.4300","0.7200","0.18"
"明年9月","2","3","0.5400","2.0000","2.5400","0.63"
"明年10月","2","0","0.6700","0","0.6700","0.17"
"明年11月","4","0","1.4900","0","1.4900","0.37"
"明年12月","1","0","0.5100","0","0.5100","0.13"
"後年","2","0","0.8400","0","0.8400","0.21"
