"調查年度",89,"放養面積","(公頃)"
"魚種名稱","草蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","349","118","92.8282","37.2992","130.1274","4.19","32,302,080","62,083,400"
"臺南縣","1,134","333","601.4085","224.5761","825.9846","26.59","243,052,000","142,193,450"
"雲林縣","837","20","288.2871","7.5695","295.8566","9.52","114,296,500","364,494,800"
"嘉義縣","1,848","468","603.1031","254.9613","858.0644","27.62","466,574,400","151,433,300"
"高雄縣","260","35","74.5844","17.1752","91.7596","2.95","50,861,000","7,239,000"
"彰化縣","70","3","19.1279","1.0227","20.1506","0.65","8,765,000","1,407,500"
"臺南市","1,529","23","592.2008","9.5843","601.7851","19.37","338,763,953","7,794,200"
"宜蘭縣","941","2","257.5616","0.8133","258.3749","8.32","216,921,000","1,280,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","4","0","0.8002","0","0.8002","0.03","332,000","0"
"臺東縣","92","0","23.8015","0","23.8015","0.77","21,577,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","7,064","1,002","2,553.7033","553.0016","3,106.7049","100.00","1,493,444,933","737,925,650"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","8","2","0.6937","0.6864","1.3801","0.04"
"室外","7,052","999","2,551.6342","552.0036","3,103.6378","99.90"
"兼有","4","1","1.3754","0.3116","1.6870","0.05"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","605","33","197.3157","15.7349","213.0506","6.86"
"中間養成","2,086","103","796.8952","45.0666","841.9618","27.10"
"成魚養成","4,014","841","1,427.6268","481.5772","1,909.2040","61.45"
"蓄養可上市之成魚","359","25","131.8656","10.6229","142.4885","4.59"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","172","24","65.9382","11.6661","77.6043","3.95"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","4,406","589","1,567.7007","319.0706","1,886.7713","96.05"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","7","0","2.1578","0","2.1578","0.07"
"今年6月","74","4","19.0141","0.7277","19.7418","0.64"
"今年7月","488","29","193.3381","17.7186","211.0567","6.79"
"今年8月","974","139","323.2451","66.8396","390.0847","12.56"
"今年9月","2,215","340","784.5038","198.6616","983.1654","31.65"
"今年10月","2,094","202","783.6060","114.1839","897.7899","28.90"
"今年11月","648","165","245.7457","101.0492","346.7949","11.16"
"今年12月","372","67","129.2618","29.8265","159.0883","5.12"
"明年1月","23","16","7.2875","6.2945","13.5820","0.44"
"明年2月","24","3","6.4628","1.7702","8.2330","0.27"
"明年3月","27","28","11.1244","11.8847","23.0091","0.74"
"明年4月","32","3","13.8079","1.1724","14.9803","0.48"
"明年5月","11","0","4.1399","0","4.1399","0.13"
"明年6月","12","0","5.4910","0","5.4910","0.18"
"明年7月","9","0","3.0511","0","3.0511","0.10"
"明年8月","7","1","2.4037","0.3551","2.7588","0.09"
"明年9月","17","2","6.9643","0.7179","7.6822","0.25"
"明年10月","20","2","8.7796","1.4851","10.2647","0.33"
"明年11月","8","1","2.7568","0.3146","3.0714","0.10"
"明年12月","1","0","0.2905","0","0.2905","0.01"
"後年","1","0","0.2714","0","0.2714","0.01"
