"調查年度",91,"放養面積","(公頃)"
"魚種名稱","淡水鯰","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","3","0","0.9000","0","0.9000","2.92","122,400","300"
"臺南縣","16","8","5.5700","6.5000","12.0700","39.20","683,000","128,000"
"雲林縣","30","0","4.6300","0","4.6300","15.04","941,500","0"
"嘉義縣","9","0","1.8400","0","1.8400","5.98","204,500","0"
"高雄縣","27","1","7.6300","0.2200","7.8500","25.50","6,582,100","517,000"
"彰化縣","7","1","1.2600","1.4000","2.6600","8.64","77,900","93,000"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","0","2","0","0","0","0","0","7,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","1","0","0.8400","0","0.8400","2.73","4,000","5,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","93","12","22.6700","8.1200","30.7900","100.00","8,615,400","750,300"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","93","12","22.6700","8.1200","30.7900","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","26","1","2.6900","1.4000","4.0900","13.28"
"中間養成","23","8","6.3200","6.5000","12.8200","41.64"
"成魚養成","39","3","12.2300","0.2200","12.4500","40.44"
"蓄養可上市之成魚","5","0","1.4300","0","1.4300","4.64"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","93","12","22.6700","8.1200","30.7900","100.00"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","1","0","0.0200","0","0.0200","0.06"
"今年7月","6","0","1.0400","0","1.0400","3.38"
"今年8月","2","1","0.1200","0","0.1200","0.39"
"今年9月","13","0","2.6700","0","2.6700","8.67"
"今年10月","8","6","1.8700","4.2200","6.0900","19.78"
"今年11月","8","3","2.4300","1.6600","4.0900","13.28"
"今年12月","9","2","3.0200","2.2400","5.2600","17.08"
"明年1月","12","0","3.6600","0","3.6600","11.89"
"明年2月","4","0","0.6700","0","0.6700","2.18"
"明年3月","10","0","3.2300","0","3.2300","10.49"
"明年4月","2","0","0.8000","0","0.8000","2.60"
"明年5月","13","0","2.9000","0","2.9000","9.42"
"明年6月","2","0","0.0600","0","0.0600","0.19"
"明年7月","0","0","0","0","0","0"
"明年8月","1","0","0.0300","0","0.0300","0.10"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","0.0300","0","0.0300","0.10"
"明年11月","1","0","0.1200","0","0.1200","0.39"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
