"調查年度",92,"放養面積","(公頃)"
"魚種名稱","甲魚(鱉)","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","469","0","32.1300","0","32.1300","90.25","2,400,150","0"
"臺南縣","9","0","1.3000","0","1.3000","3.65","36,400","0"
"雲林縣","6","0","0.3700","0","0.3700","1.04","2,950","0"
"嘉義縣","1","0","0.0900","0","0.0900","0.25","2,000","0"
"高雄縣","2","0","0.4800","0","0.4800","1.35","15,000","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","1","0","0.1300","0.1300","0.37","0","1,000"
"宜蘭縣","19","0","1.1000","0","1.1000","3.09","163,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","250"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","506","1","35.4700","0.1300","35.6000","100.00","2,619,500","1,250"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","506","1","35.4700","0.1300","35.6000","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","120","0","10.5000","0","10.5000","29.49"
"中間養成","127","0","7.6100","0","7.6100","21.38"
"成魚養成","38","1","6.5400","0.1300","6.6700","18.74"
"蓄養可上市之成魚","221","0","10.8200","0","10.8200","30.39"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","504","0","35.2400","0","35.2400","99.35"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2","0","0.2300","0","0.2300","0.65"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","16","0","2.8500","0","2.8500","8.01"
"今年6月","19","0","1.8000","0","1.8000","5.06"
"今年7月","29","0","2.0400","0","2.0400","5.73"
"今年8月","68","0","4.6500","0","4.6500","13.06"
"今年9月","36","0","1.8200","0","1.8200","5.11"
"今年10月","68","1","4.1400","0.1300","4.2700","11.99"
"今年11月","74","0","4.6200","0","4.6200","12.98"
"今年12月","134","0","8.6000","0","8.6000","24.16"
"明年1月","11","0","0.5300","0","0.5300","1.49"
"明年2月","12","0","1.6000","0","1.6000","4.49"
"明年3月","4","0","0.1700","0","0.1700","0.48"
"明年4月","5","0","0.3200","0","0.3200","0.90"
"明年5月","5","0","0.4600","0","0.4600","1.29"
"明年6月","3","0","0.4600","0","0.4600","1.29"
"明年7月","2","0","0.0600","0","0.0600","0.17"
"明年8月","2","0","0.0700","0","0.0700","0.20"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","18","0","1.2800","0","1.2800","3.60"
"後年","0","0","0","0","0","0"
