"調查年度",91,"放養面積","(公頃)"
"魚種名稱","甲魚(鱉)","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,194","0","88.0800","0","88.0800","57.47","15,744,510","0"
"臺南縣","34","0","7.7600","0","7.7600","5.06","594,600","0"
"雲林縣","208","0","11.7100","0","11.7100","7.64","698,250","0"
"嘉義縣","30","0","4.1300","0","4.1300","2.69","313,700","0"
"高雄縣","176","0","19.0600","0","19.0600","12.44","1,635,780","0"
"彰化縣","227","5","19.3100","0.2400","19.5500","12.76","1,091,460","160,500"
"臺南市","4","0","1.2300","0","1.2300","0.80","13,000","0"
"宜蘭縣","17","1","1.4100","0.3400","1.7500","1.14","290,800","3,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,890","6","152.6900","0.5800","153.2700","100.00","20,382,100","163,500"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","8","0","1.1200","0","1.1200","0.73"
"室外","1,882","6","151.5700","0.5800","152.1500","99.27"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","600","0","47.3400","0","47.3400","30.89"
"中間養成","357","3","26.6100","0.4300","27.0400","17.64"
"成魚養成","307","2","37.8300","0.0900","37.9200","24.74"
"蓄養可上市之成魚","626","1","40.9100","0.0600","40.9700","26.73"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,878","6","149.8900","0.5800","150.4700","98.17"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","12","0","2.8000","0","2.8000","1.83"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","55","1","4.4600","0.0600","4.5200","2.95"
"今年6月","133","0","10.5400","0","10.5400","6.88"
"今年7月","138","0","10.8700","0","10.8700","7.09"
"今年8月","181","0","15.8500","0","15.8500","10.34"
"今年9月","207","1","16.5000","0","16.5000","10.77"
"今年10月","271","0","19.0900","0","19.0900","12.46"
"今年11月","175","1","16.0300","0.3400","16.3700","10.68"
"今年12月","223","1","16.6800","0.0900","16.7700","10.94"
"明年1月","86","0","9.0000","0","9.0000","5.87"
"明年2月","121","0","11.7000","0","11.7000","7.63"
"明年3月","82","1","5.3200","0.0900","5.4100","3.53"
"明年4月","48","1","3.0500","0","3.0500","1.99"
"明年5月","15","0","1.8500","0","1.8500","1.21"
"明年6月","23","0","1.3800","0","1.3800","0.90"
"明年7月","21","0","2.5700","0","2.5700","1.68"
"明年8月","5","0","0.2800","0","0.2800","0.18"
"明年9月","23","0","1.3200","0","1.3200","0.86"
"明年10月","28","0","2.3500","0","2.3500","1.53"
"明年11月","2","0","0.1300","0","0.1300","0.08"
"明年12月","19","0","0.9600","0","0.9600","0.63"
"後年","34","0","2.7600","0","2.7600","1.80"
