"調查年度",95,"放養面積","1,516.4195(公頃)"
"魚種名稱","虱目魚","放養數量","104,663,941(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","2,467","4,829","1,516.4195","2,707.5414","4,223.9609","100.00","104,663,941","87,004,219"
"屏東縣","8","5","1.0413","1.8076","2.8489","0.07","36,230,000","518,000"
"臺南縣","1,319","2,029","1,018.9016","1,225.6275","2,244.5291","53.14","42,585,243","30,174,950"
"雲林縣","10","6","3.5010","1.7314","5.2324","0.12","114,500","4,376,250"
"嘉義縣","848","1,491","357.6780","771.9795","1,129.6575","26.74","21,314,698","28,165,619"
"高雄縣","170","1,124","82.8595","602.9281","685.7876","16.24","2,847,500","21,280,300"
"彰化縣","9","0","2.7601","0","2.7601","0.07","81,000","29,500"
"臺南市","89","155","41.3867","92.5028","133.8895","3.17","987,000","2,142,200"
"宜蘭縣","10","11","4.3337","6.5091","10.8428","0.26","79,000","238,100"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","8,300"
"南投縣","0","1","0","0.3901","0.3901","0.01","0","10,000"
"臺北縣","0","1","0","0.7000","0.7000","0.02","0","25,000"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","1","0","0.2003","0.2003","0.00","0","2,000"
"臺中縣","4","5","3.9576","3.1650","7.1226","0.17","425,000","34,000"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","42","91","65.2309","82.7108","147.9417","3.52"
"自有","1,903","3,650","1,099.5707","1,932.4904","3,032.0611","72.20"
"公有租用","329","520","261.0338","376.9834","638.0172","15.19"
"私有租用","186","529","86.7682","294.8180","381.5862","9.09"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","49","73","21.0023","32.8984","53.9007","1.28"
"中間養成","337","312","419.1559","189.4584","608.6143","14.41"
"成魚養成","2,081","4,444","1,076.2613","2,485.1846","3,561.4459","84.32"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","649","1,348","278.3209","631.4738","909.7947","21.54"
"純海水","1,158","1,969","912.5259","1,332.2146","2,244.7405","53.14"
"半淡鹹水","660","1,512","325.5727","743.8530","1,069.4257","25.32"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","45","5","32.5601","2.7209","35.2810","0.84"
"今年6月","28","55","31.4622","29.7178","61.1800","1.45"
"今年7月","124","55","289.4146","37.2482","326.6628","7.73"
"今年8月","126","321","53.8976","170.7446","224.6422","5.32"
"今年9月","117","498","49.9829","338.4959","388.4788","9.20"
"今年10月","504","738","283.1539","434.4678","717.6217","16.99"
"今年11月","121","835","69.3456","456.7105","526.0561","12.45"
"今年12月","341","577","183.8453","299.5675","483.4128","11.44"
"明年1月","86","135","43.0531","66.7608","109.8139","2.60"
"明年2月","101","300","49.7187","169.5573","219.2760","5.19"
"明年3月","397","513","225.2557","295.3495","520.6052","12.33"
"明年4月","222","346","101.8443","192.0791","293.9234","6.96"
"明年5月","168","228","67.1773","102.5532","169.7305","4.02"
"明年6月","36","118","10.5361","60.0123","70.5484","1.67"
"明年7月","11","41","4.8297","20.1069","24.9366","0.59"
"明年8月","15","25","8.0665","10.7706","18.8371","0.45"
"明年9月","14","6","5.5794","3.8582","9.4376","0.22"
"明年10月","4","2","1.8021","0.7788","2.5809","0.06"
"明年11月","2","2","0.6385","1.0086","1.6471","0.04"
"明年12月","0","16","0","7.2593","7.2593","0.17"
"後年","2","0","2.8906","0","2.8906","0.07"
"今年4月","1","3","0.2627","2.0756","2.3383","0.06"
"今年1月","1","2","0.5360","1.6513","2.1873","0.05"
"今年3月","1","2","0.5666","0.5984","1.1650","0.03"
"今年2月","0","6","0","3.4483","3.4483","0.08"
