"調查年度",92,"放養面積","(公頃)"
"魚種名稱","虱目魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","182","0","14.6400","0","14.6400","0.23","17,805,470","0"
"臺南縣","1,292","2,433","1,181.4600","1,738.0100","2,919.4700","46.69","32,428,350","24,409,330"
"雲林縣","0","0","0","0","0","0","0","399,710"
"嘉義縣","344","1,379","145.8200","783.2800","929.1000","14.86","7,841,850","13,034,120"
"高雄縣","2,092","906","1,019.2900","388.4300","1,407.7200","22.51","24,618,708","9,747,400"
"彰化縣","10","0","3.5400","0","3.5400","0.06","187,000","1,956,150"
"臺南市","653","597","570.1400","371.2200","941.3600","15.05","33,697,800","21,263,180"
"宜蘭縣","5","50","1.8500","35.4000","37.2500","0.60","27,300","414,660"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","4,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","4,578","5,365","2,936.7400","3,316.3400","6,253.0800","100.00","116,606,478","71,228,550"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","1","0","0.9800","0.9800","0.02"
"室外","4,578","5,364","2,936.7400","3,315.3600","6,252.1000","99.98"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","222","8","36.4700","3.6000","40.0700","0.64"
"中間養成","1,245","112","1,249.1000","64.4200","1,313.5200","21.01"
"成魚養成","2,971","5,168","1,592.1500","3,194.2900","4,786.4400","76.55"
"蓄養可上市之成魚","140","77","59.0200","54.0300","113.0500","1.81"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","774","1,274","403.8200","667.3700","1,071.1900","36.49"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,810","1,884","832.8200","1,031.1700","1,863.9900","63.51"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","26","12","6.4700","8.2100","14.6800","0.23"
"今年6月","144","35","61.8900","13.2200","75.1100","1.20"
"今年7月","387","161","454.2400","108.6300","562.8700","9.00"
"今年8月","388","364","367.2200","213.6500","580.8700","9.29"
"今年9月","437","1,134","247.2500","668.2200","915.4700","14.64"
"今年10月","702","885","439.9300","455.0300","894.9600","14.31"
"今年11月","974","2,282","624.8100","1,593.8900","2,218.7000","35.48"
"今年12月","769","317","402.1300","172.9400","575.0700","9.20"
"明年1月","94","34","40.8700","14.8900","55.7600","0.89"
"明年2月","115","14","50.0600","5.2900","55.3500","0.89"
"明年3月","69","41","32.3200","24.4800","56.8000","0.91"
"明年4月","71","27","31.5500","12.3300","43.8800","0.70"
"明年5月","84","31","35.0300","14.5300","49.5600","0.79"
"明年6月","67","10","34.7700","2.7200","37.4900","0.60"
"明年7月","78","4","33.6500","1.2000","34.8500","0.56"
"明年8月","53","7","24.7500","1.8100","26.5600","0.42"
"明年9月","36","3","16.0100","3.3300","19.3400","0.31"
"明年10月","31","3","12.4700","1.7200","14.1900","0.23"
"明年11月","30","0","10.5600","0","10.5600","0.17"
"明年12月","7","1","1.5800","0.2500","1.8300","0.03"
"後年","16","0","9.1800","0","9.1800","0.15"
