"調查年度",94,"放養面積","(公頃)"
"魚種名稱","虱目魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","230","14","35.1500","7.2600","42.4100","0.49","25,946,420","1,888,500"
"臺南縣","2,016","3,949","1,502.1100","2,370.5800","3,872.6900","44.44","34,566,300","40,361,490"
"雲林縣","20","11","9.0000","2.8600","11.8600","0.14","301,000","2,935,900"
"嘉義縣","206","1,987","75.6800","1,071.7700","1,147.4500","13.17","3,131,300","15,608,870"
"高雄縣","2,389","1,686","1,118.1700","777.0500","1,895.2200","21.75","29,998,200","18,584,200"
"彰化縣","27","3","12.6800","1.1000","13.7800","0.16","6,946,120","4,514,434"
"臺南市","1,254","1,128","1,102.7700","612.5800","1,715.3500","19.68","91,707,270","19,744,846"
"宜蘭縣","6","30","1.5900","14.3500","15.9400","0.18","180,000","441,900"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","6,148","8,808","3,857.1500","4,857.5500","8,714.7000","100.00","192,776,610","104,080,140"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","3","3","0.6700","2.1100","2.7800","0.03"
"室外","6,145","8,805","3,856.4800","4,855.4400","8,711.9200","99.97"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","164","14","30.3000","5.3100","35.6100","0.41"
"中間養成","1,345","957","1,348.7600","504.5100","1,853.2700","21.27"
"成魚養成","4,639","7,837","2,478.0900","4,347.7300","6,825.8200","78.33"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,840","4,595","867.3800","2,338.8000","3,206.1800","36.79"
"鹹水","4,308","4,213","2,989.7700","2,518.7500","5,508.5200","63.21"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","52","12","38.3000","5.2300","43.5300","0.50"
"今年6月","329","95","489.0100","57.6200","546.6300","6.27"
"今年7月","531","285","453.3300","162.5100","615.8400","7.07"
"今年8月","487","813","317.6800","449.9200","767.6000","8.81"
"今年9月","783","2,079","368.9500","1,182.4100","1,551.3600","17.81"
"今年10月","759","2,665","493.2900","1,554.1700","2,047.4600","23.50"
"今年11月","1,502","1,483","887.4100","755.6800","1,643.0900","18.86"
"今年12月","796","884","400.8500","438.4200","839.2700","9.63"
"明年1月","118","75","58.9700","29.1600","88.1300","1.01"
"明年2月","199","180","98.7800","91.9700","190.7500","2.19"
"明年3月","206","74","90.4000","35.8500","126.2500","1.45"
"明年4月","106","39","47.8700","21.6000","69.4700","0.80"
"明年5月","99","64","42.4300","44.9400","87.3700","1.00"
"明年6月","61","39","28.5100","18.9400","47.4500","0.54"
"明年7月","43","1","13.9000","0.2900","14.1900","0.16"
"明年8月","29","1","10.6600","0.4000","11.0600","0.13"
"明年9月","15","5","6.1000","2.5500","8.6500","0.10"
"明年10月","9","8","3.4700","3.4800","6.9500","0.08"
"明年11月","8","2","3.2500","0.9300","4.1800","0.05"
"明年12月","3","3","0.5600","0.9700","1.5300","0.02"
"後年","11","0","1.9600","0","1.9600","0.02"
