"調查年度",91,"放養面積","(公頃)"
"魚種名稱","虱目魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","310","266","94.1800","163.1600","257.3400","3.13","17,930,200","4,977,300"
"臺南縣","2,091","3,431","1,658.2700","2,352.7100","4,010.9800","48.74","70,391,580","32,041,180"
"雲林縣","56","84","17.6200","38.4700","56.0900","0.68","534,340","5,420,142"
"嘉義縣","616","1,270","265.8300","717.4500","983.2800","11.95","11,620,600","82,845,700"
"高雄縣","2,558","1,139","1,149.5600","534.2600","1,683.8200","20.46","29,805,800","17,509,784"
"彰化縣","51","1","32.5000","2.0400","34.5400","0.42","612,190","672,200"
"臺南市","1,123","457","936.4500","258.2400","1,194.6900","14.52","60,133,750","10,040,780"
"宜蘭縣","16","4","4.1000","0.9900","5.0900","0.06","560,000","1,052,110"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","12","0","4.0100","0","4.0100","0.05","116,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","6,833","6,652","4,162.5200","4,067.3200","8,229.8400","100.00","191,704,460","154,559,196"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","2","6","0.8900","2.5400","3.4300","0.04"
"室外","6,830","6,646","4,160.9400","4,064.7800","8,225.7200","99.95"
"兼有","1","0","0.6900","0","0.6900","0.01"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","305","15","169.2600","8.4200","177.6800","2.16"
"中間養成","1,972","642","1,599.5400","350.0300","1,949.5700","23.69"
"成魚養成","4,333","5,865","2,292.3300","3,655.9700","5,948.3000","72.28"
"蓄養可上市之成魚","223","130","101.3900","52.9000","154.2900","1.87"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,720","2,370","884.4300","1,307.6600","2,192.0900","46.40"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2,748","2,090","1,359.0500","1,173.4900","2,532.5400","53.60"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","9","4","4.3400","2.7300","7.0700","0.09"
"今年6月","89","36","32.8700","14.0000","46.8700","0.57"
"今年7月","403","233","369.2800","120.4800","489.7600","5.95"
"今年8月","853","610","621.7600","345.3900","967.1500","11.75"
"今年9月","881","868","479.2900","497.4300","976.7200","11.87"
"今年10月","1,218","1,333","830.4000","764.1800","1,594.5800","19.38"
"今年11月","1,483","2,374","847.4700","1,642.2900","2,489.7600","30.25"
"今年12月","974","719","544.0500","397.7500","941.8000","11.44"
"明年1月","196","88","105.8000","53.1900","158.9900","1.93"
"明年2月","159","89","66.1700","51.6600","117.8300","1.43"
"明年3月","152","121","69.4700","71.0800","140.5500","1.71"
"明年4月","102","63","45.0700","38.2000","83.2700","1.01"
"明年5月","114","63","43.9300","38.3800","82.3100","1.00"
"明年6月","61","21","47.0400","14.0000","61.0400","0.74"
"明年7月","50","12","19.7500","8.6300","28.3800","0.34"
"明年8月","35","3","14.5300","1.0100","15.5400","0.19"
"明年9月","26","3","10.0200","1.3000","11.3200","0.14"
"明年10月","16","7","6.7300","4.5600","11.2900","0.14"
"明年11月","7","4","2.4700","0.9800","3.4500","0.04"
"明年12月","3","1","1.2100","0.0800","1.2900","0.02"
"後年","2","0","0.8700","0","0.8700","0.01"
