"調查年度",90,"放養面積","(公頃)"
"魚種名稱","虱目魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","174","282","41.7572","171.0432","212.8004","2.72","3,141,750","4,362,386"
"臺南縣","2,252","2,625","1,781.1075","1,878.9889","3,660.0964","46.76","43,020,910","24,117,891"
"雲林縣","62","86","14.3680","47.8958","62.2638","0.80","513,435","4,441,195"
"嘉義縣","441","1,097","168.8484","649.8246","818.6730","10.46","4,680,400","12,698,960"
"高雄縣","2,739","592","1,256.5304","281.4887","1,538.0191","19.65","30,920,605","8,121,445"
"彰化縣","41","7","26.0779","1.4547","27.5326","0.35","550,262","511,770"
"臺南市","1,280","388","1,287.8912","210.6584","1,498.5496","19.14","61,733,325","7,633,970"
"宜蘭縣","17","0","5.8653","0","5.8653","0.07","140,800","403,370"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","12","0","3.8673","0","3.8673","0.05","258,155","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","7,018","5,077","4,586.3132","3,241.3543","7,827.6675","100.00","144,959,642","62,290,987"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","4","0","1.2515","1.2515","0.02"
"室外","7,018","5,073","4,586.3132","3,240.1028","7,826.4160","99.98"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","227","30","192.3090","19.6295","211.9385","2.71"
"中間養成","1,594","1,121","1,459.7334","632.2262","2,091.9596","26.73"
"成魚養成","4,928","3,824","2,810.0235","2,550.4607","5,360.4842","68.48"
"蓄養可上市之成魚","269","102","124.2473","39.0379","163.2852","2.09"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,971","1,310","1,010.4419","771.9850","1,782.4269","42.83"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2,479","2,077","1,145.2190","1,233.7631","2,378.9821","57.17"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","6","6","3.5776","1.4533","5.0309","0.06"
"今年6月","105","19","28.2274","9.6236","37.8510","0.48"
"今年7月","475","208","495.8279","127.6642","623.4921","7.97"
"今年8月","923","421","742.2792","224.4323","966.7115","12.35"
"今年9月","1,142","910","820.3799","589.8770","1,410.2569","18.02"
"今年10月","1,712","1,143","1,150.8923","675.8949","1,826.7872","23.34"
"今年11月","1,436","1,265","772.3889","876.5299","1,648.9188","21.07"
"今年12月","544","809","273.5796","536.9980","810.5776","10.36"
"明年1月","141","97","64.7089","57.8499","122.5588","1.57"
"明年2月","139","47","69.2164","32.7200","101.9364","1.30"
"明年3月","126","50","56.0706","36.6170","92.6876","1.18"
"明年4月","85","42","32.4241","28.6480","61.0721","0.78"
"明年5月","70","47","32.0854","36.7604","68.8458","0.88"
"明年6月","40","5","13.8158","2.4951","16.3109","0.21"
"明年7月","31","2","11.6881","0.9708","12.6589","0.16"
"明年8月","9","1","4.6495","0.6955","5.3450","0.07"
"明年9月","13","2","5.4307","1.0630","6.4937","0.08"
"明年10月","14","0","6.3977","0","6.3977","0.08"
"明年11月","3","3","0.7124","1.0614","1.7738","0.02"
"明年12月","3","0","1.2457","0","1.2457","0.02"
"後年","1","0","0.7151","0","0.7151","0.01"
