"調查年度",90,"放養面積","(公頃)"
"魚種名稱","九孔","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","7","0","1.1195","0","1.1195","3.88","122,300","0"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","2","0","0.1603","0","0.1603","0.56","17,400","0"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","20","0","3.1386","0","3.1386","10.88","11,450,000","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","2","0","0.2309","0","0.2309","0.80","7,536,000","0"
"宜蘭縣","184","0","23.0700","0","23.0700","79.96","66,966,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","5","0","1.1340","0","1.1340","3.93","15,500,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","220","0","28.8533","0","28.8533","100.00","101,591,700","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","93","0","11.5461","0","11.5461","40.02"
"室外","63","0","8.8277","0","8.8277","30.60"
"兼有","64","0","8.4795","0","8.4795","29.39"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","25","0","4.2661","0","4.2661","14.79"
"中間養成","125","0","15.2720","0","15.2720","52.93"
"成魚養成","63","0","8.1354","0","8.1354","28.20"
"蓄養可上市之成魚","7","0","1.1798","0","1.1798","4.09"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","0","0","0","0","0","0"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","12","0","1.8959","0","1.8959","100.00"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","2","0","0.2265","0","0.2265","0.79"
"今年7月","18","0","4.3341","0","4.3341","15.02"
"今年8月","23","0","2.9892","0","2.9892","10.36"
"今年9月","23","0","3.5136","0","3.5136","12.18"
"今年10月","26","0","3.5512","0","3.5512","12.31"
"今年11月","32","0","3.2444","0","3.2444","11.24"
"今年12月","27","0","1.8841","0","1.8841","6.53"
"明年1月","16","0","3.9974","0","3.9974","13.85"
"明年2月","19","0","1.4746","0","1.4746","5.11"
"明年3月","7","0","1.3031","0","1.3031","4.52"
"明年4月","19","0","1.4429","0","1.4429","5.00"
"明年5月","2","0","0.2602","0","0.2602","0.90"
"明年6月","2","0","0.2121","0","0.2121","0.74"
"明年7月","2","0","0.1455","0","0.1455","0.50"
"明年8月","0","0","0","0","0","0"
"明年9月","1","0","0.0830","0","0.0830","0.29"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","1","0","0.1914","0","0.1914","0.66"
"後年","0","0","0","0","0","0"
