"調查年度",96,"放養面積","40.1289(公頃)"
"魚種名稱","其他鯛魚類","放養數量","3,655,008(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計"
"總　計","7","42","11","7","67","6.4751","21.8013","5.1484","6.7041","40.1289","100.00","3,655,008","7","42","11","7","67"
"屏東縣","0","36","10","2","48","0","16.8937","4.0604","0.6041","21.5582","53.72","2,423,008","0","36","10","2","48"
"臺南縣","1","1","0","0","2","0.3883","2.1105","0","0","2.4988","6.23","96,000","1","1","0","0","2"
"雲林縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義縣","4","0","1","1","6","3.8786","0","1.0880","0.3000","5.2666","13.12","580,000","4","0","1","1","6"
"高雄縣","2","4","0","0","6","2.2082","2.7971","0","0","5.0053","12.47","368,000","2","4","0","0","6"
"彰化縣","0","0","0","4","4","0","0","0","5.8000","5.8000","14.45","183,000","0","0","0","4","4"
"臺南市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"宜蘭縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","1","0","0","1","0","0","0","0","0","0","5,000","0","1","0","0","1"
"新竹縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","新放養量(尾、粒、隻)"
"今年3月","0","0","0"
"今年4月","1","0.6214","30,000"
"今年5月","0","0","0"
"今年6月","9","3.1688","418,001"
"今年7月","6","1.8600","123,002"
"今年8月","4","1.7752","160,005"
"今年9月","2","1.1403","150,000"
"今年10月","4","0.8016","168,000"
"今年11月","1","0.2800","20,000"
"今年12月","10","7.7509","543,000"
"明年1月","3","0.6576","65,000"
"明年2月","4","1.9717","306,000"
"明年3月","2","0.8849","68,000"
"明年4月","3","2.4601","135,000"
"明年5月","6","2.2619","370,000"
"明年6月","9","8.3429","501,000"
"明年7月","2","0.7151","118,000"
"明年8月","0","0","0"
"明年9月","0","0","0"
"明年10月","3","1.9488","125,000"
"明年11月","1","0.7168","130,000"
"明年12月","0","0","0"
"後年","0","0","0"
