"調查年度",91,"放養面積","(公頃)"
"魚種名稱","其他鯛魚類","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,241","71","277.3600","21.9800","299.3400","69.28","44,477,060","510,000"
"臺南縣","57","3","18.7900","1.1200","19.9100","4.61","756,900","308,700"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","38","13","12.9000","5.2200","18.1200","4.19","914,800","680,200"
"高雄縣","291","5","88.1500","2.4700","90.6200","20.97","2,887,400","63,000"
"彰化縣","6","0","1.0600","0","1.0600","0.25","26,000","300"
"臺南市","1","0","0.1900","0","0.1900","0.04","5,000","0"
"宜蘭縣","7","0","2.8500","0","2.8500","0.66","650,200","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,641","92","401.3000","30.7900","432.0900","100.00","49,717,360","1,562,200"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","1,641","92","401.3000","30.7900","432.0900","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","361","0","58.6800","0","58.6800","13.58"
"中間養成","225","64","59.6600","18.6800","78.3400","18.13"
"成魚養成","860","27","233.1300","11.7900","244.9200","56.68"
"蓄養可上市之成魚","195","1","49.8300","0.3200","50.1500","11.61"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","46","1","10.1400","0.5600","10.7000","2.85"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,439","78","340.5500","24.6600","365.2100","97.15"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.4000","0","0.4000","0.09"
"今年6月","68","0","16.4800","0","16.4800","3.81"
"今年7月","114","2","22.2000","0.8800","23.0800","5.34"
"今年8月","226","0","35.0400","0","35.0400","8.11"
"今年9月","165","1","34.5200","0.7400","35.2600","8.16"
"今年10月","157","5","42.5000","2.1600","44.6600","10.34"
"今年11月","150","4","40.4800","1.8400","42.3200","9.79"
"今年12月","211","26","55.2700","8.2200","63.4900","14.69"
"明年1月","160","39","41.3300","11.0900","52.4200","12.13"
"明年2月","147","3","40.4000","1.5200","41.9200","9.70"
"明年3月","77","7","22.4200","2.6900","25.1100","5.81"
"明年4月","45","3","12.7900","0.9900","13.7800","3.19"
"明年5月","34","1","10.2600","0.2900","10.5500","2.44"
"明年6月","32","1","11.5700","0.3700","11.9400","2.76"
"明年7月","11","0","2.6100","0","2.6100","0.60"
"明年8月","7","0","2.3700","0","2.3700","0.55"
"明年9月","11","0","2.8700","0","2.8700","0.66"
"明年10月","8","0","2.1200","0","2.1200","0.49"
"明年11月","9","0","3.2700","0","3.2700","0.76"
"明年12月","1","0","0.2800","0","0.2800","0.06"
"後年","7","0","2.1200","0","2.1200","0.49"
