"調查年度",92,"放養面積","(公頃)"
"魚種名稱","其他鯛魚類","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1,233","18","294.6100","2.7000","297.3100","56.89","46,558,655","163,300"
"臺南縣","18","12","5.7100","5.2800","10.9900","2.10","363,000","79,500"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","422","31","109.4600","12.0300","121.4900","23.25","17,593,000","1,971,250"
"高雄縣","237","9","69.7100","2.2500","71.9600","13.77","2,341,700","45,200"
"彰化縣","0","6","0","1.4000","1.4000","0.27","0","40,000"
"臺南市","24","27","7.9600","11.5100","19.4700","3.73","1,913,000","1,756,400"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,934","103","487.4500","35.1700","522.6200","100.00","68,769,355","4,055,650"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","1,934","103","487.4500","35.1700","522.6200","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","338","0","63.9600","0","63.9600","12.24"
"中間養成","435","7","109.0000","3.9800","112.9800","21.62"
"成魚養成","701","80","201.9000","29.0700","230.9700","44.19"
"蓄養可上市之成魚","460","16","112.5900","2.1200","114.7100","21.95"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","36","1","6.4500","0.3800","6.8300","1.42"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,813","64","453.1000","21.2500","474.3500","98.58"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","21","3","2.4400","0.6200","3.0600","0.59"
"今年6月","277","4","71.6400","0.9700","72.6100","13.89"
"今年7月","114","5","14.5100","2.9400","17.4500","3.34"
"今年8月","206","13","46.6500","3.8700","50.5200","9.67"
"今年9月","133","14","33.8900","6.6600","40.5500","7.76"
"今年10月","214","11","55.2000","2.1500","57.3500","10.97"
"今年11月","179","23","45.6600","7.2100","52.8700","10.12"
"今年12月","214","16","56.9800","4.6700","61.6500","11.80"
"明年1月","178","5","44.8300","1.3000","46.1300","8.83"
"明年2月","125","4","35.3100","2.5200","37.8300","7.24"
"明年3月","109","3","34.1600","1.8800","36.0400","6.90"
"明年4月","37","0","12.0100","0","12.0100","2.30"
"明年5月","24","1","6.4300","0.1800","6.6100","1.26"
"明年6月","20","0","5.0400","0","5.0400","0.96"
"明年7月","11","1","4.5500","0.2000","4.7500","0.91"
"明年8月","13","0","4.9900","0","4.9900","0.95"
"明年9月","16","0","3.8200","0","3.8200","0.73"
"明年10月","9","0","1.4900","0","1.4900","0.29"
"明年11月","21","0","4.4700","0","4.4700","0.86"
"明年12月","4","0","0.8700","0","0.8700","0.17"
"後年","9","0","2.5100","0","2.5100","0.48"
