"調查年度",93,"放養面積","(公頃)"
"魚種名稱","黃鰭鯛","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","47","0","8.8600","0","8.8600","30.06","2,583,900","0"
"臺南縣","0","0","0","0","0","0","0","0"
"雲林縣","1","0","1.1500","0","1.1500","3.90","90,000","3,000"
"嘉義縣","64","7","16.6600","2.3200","18.9800","64.40","1,689,500","156,000"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","2","0","0.4800","0","0.4800","1.63","120,800","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","114","7","27.1500","2.3200","29.4700","100.00","4,484,200","159,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","114","7","27.1500","2.3200","29.4700","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","18","0","2.5300","0","2.5300","8.59"
"中間養成","5","0","0.9100","0","0.9100","3.09"
"成魚養成","61","5","15.8300","1.9800","17.8100","60.43"
"蓄養可上市之成魚","30","2","7.8800","0.3400","8.2200","27.89"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","25","0","6.3700","0","6.3700","23.85"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","81","7","18.0200","2.3200","20.3400","76.15"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.0700","0","0.0700","0.24"
"今年6月","6","0","0.3000","0","0.3000","1.02"
"今年7月","15","0","2.8600","0","2.8600","9.70"
"今年8月","4","0","1.2300","0","1.2300","4.17"
"今年9月","4","0","0.9200","0","0.9200","3.12"
"今年10月","4","0","0.8700","0","0.8700","2.95"
"今年11月","2","0","0.9800","0","0.9800","3.33"
"今年12月","13","4","3.0200","0.9700","3.9900","13.54"
"明年1月","5","0","1.5200","0","1.5200","5.16"
"明年2月","13","0","3.1600","0","3.1600","10.72"
"明年3月","6","0","1.8900","0","1.8900","6.41"
"明年4月","5","0","1.4800","0","1.4800","5.02"
"明年5月","3","0","0.9100","0","0.9100","3.09"
"明年6月","2","1","0.4100","0.6300","1.0400","3.53"
"明年7月","3","0","1.3800","0","1.3800","4.68"
"明年8月","4","1","2.0000","0.1900","2.1900","7.43"
"明年9月","5","1","0.6900","0.5300","1.2200","4.14"
"明年10月","6","0","1.1500","0","1.1500","3.90"
"明年11月","2","0","0.3900","0","0.3900","1.32"
"明年12月","4","0","0.6700","0","0.6700","2.27"
"後年","7","0","1.2500","0","1.2500","4.24"
