"調查年度",89,"放養面積","(公頃)"
"魚種名稱","沙蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","1","0","0.2161","0","0.2161","0.26","15,000","2,520,000"
"臺南縣","10","25","4.1737","49.9163","54.0900","65.82","1,425,000","81,345,100"
"雲林縣","1","4","0.0500","4.1562","4.2062","5.12","16,000","125,344,000"
"嘉義縣","5","6","1.4306","1.5333","2.9639","3.61","20,640,000","74,688,000"
"高雄縣","1","0","0.1400","0","0.1400","0.17","36,000","18,711,008"
"彰化縣","2","0","0.4179","0","0.4179","0.51","400,000","2,750,000"
"臺南市","36","5","16.1032","3.4690","19.5722","23.82","10,292,000","5,070,000"
"宜蘭縣","2","0","0.5729","0","0.5729","0.70","550,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","58","40","23.1044","59.0748","82.1792","100.00","33,374,000","310,428,108"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","58","40","23.1044","59.0748","82.1792","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","2","7","0.6510","4.4566","5.1076","6.22"
"中間養成","10","1","3.8415","0.1715","4.0130","4.88"
"成魚養成","45","29","18.3958","50.4620","68.8578","83.79"
"蓄養可上市之成魚","1","3","0.2161","3.9847","4.2008","5.11"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","4","1","1.4661","0.7955","2.2616","15.98"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","21","11","5.7047","6.1904","11.8951","84.02"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","1","0","0.1926","0","0.1926","0.23"
"今年7月","2","1","0.7954","0.1384","0.9338","1.14"
"今年8月","5","4","0.6628","4.5200","5.1828","6.31"
"今年9月","19","6","11.0120","1.6039","12.6159","15.35"
"今年10月","20","7","7.0830","10.7905","17.8735","21.75"
"今年11月","6","13","2.1991","27.0674","29.2665","35.61"
"今年12月","4","9","0.9434","14.9546","15.8980","19.35"
"明年1月","0","0","0","0","0","0"
"明年2月","0","0","0","0","0","0"
"明年3月","0","0","0","0","0","0"
"明年4月","1","0","0.2161","0","0.2161","0.26"
"明年5月","0","0","0","0","0","0"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
