"調查年度",95,"放養面積","18.0083(公頃)"
"魚種名稱","鯉科魚(含草鰱魚)","放養數量","3,876,320(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","82","44","18.0083","14.3031","32.3114","100.00","3,876,320","7,734,770"
"屏東縣","1","0","0","0","0","0","10,000","0"
"臺南縣","21","3","5.4631","1.3695","6.8326","21.15","124,400","573,500"
"雲林縣","0","4","0","0.8011","0.8011","2.48","0","808,100"
"嘉義縣","35","34","8.1410","11.2259","19.3669","59.94","2,930,120","3,004,490"
"高雄縣","0","0","0","0","0","0","0","24,500"
"彰化縣","19","0","1.6832","0","1.6832","5.21","298,300","430"
"臺南市","1","2","0.3671","0.7094","1.0765","3.33","500,000","2,200,000"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","778,900"
"花蓮縣","4","0","1.4569","0","1.4569","4.51","10,500","43,550"
"臺東縣","0","1","0","0.1972","0.1972","0.61","0","6,300"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","1","0","0.8970","0","0.8970","2.78","3,000","295,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","2","1","0.5377","0.3649","0.9026","2.79"
"自有","68","42","14.8294","13.5165","28.3459","87.73"
"公有租用","1","0","0.8970","0","0.8970","2.78"
"私有租用","10","1","1.7442","0.4217","2.1659","6.70"
"私有","1","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","5","0","0.6094","0","0.6094","1.89"
"中間養成","30","5","7.2701","0.9952","8.2653","25.58"
"成魚養成","47","39","10.1288","13.3079","23.4367","72.53"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","76","36","16.2632","12.1789","28.4421","88.02"
"純海水","0","0","0","0","0","0"
"半淡鹹水","6","8","1.7451","2.1242","3.8693","11.98"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","3","0","1.0480","0","1.0480","3.27"
"今年7月","0","2","0","0.7094","0.7094","2.21"
"今年8月","1","1","0.6114","0.5361","1.1475","3.58"
"今年9月","2","0","0.7754","0","0.7754","2.42"
"今年10月","12","8","2.4057","2.4214","4.8271","15.05"
"今年11月","5","0","1.3983","0","1.3983","4.36"
"今年12月","34","17","7.5594","6.0611","13.6205","42.48"
"明年1月","0","3","0","1.1662","1.1662","3.64"
"明年2月","4","0","0.4220","0","0.4220","1.32"
"明年3月","7","4","0.4388","0.8011","1.2399","3.87"
"明年4月","1","0","0.2152","0","0.2152","0.67"
"明年5月","3","1","0.8102","0.5192","1.3294","4.15"
"明年6月","2","0","0.5791","0","0.5791","1.81"
"明年7月","0","0","0","0","0","0"
"明年8月","0","1","0","0.2109","0.2109","0.66"
"明年9月","0","0","0","0","0","0"
"明年10月","0","2","0","0.5507","0.5507","1.72"
"明年11月","2","0","0.9952","0","0.9952","3.10"
"明年12月","2","4","0.3591","1.1298","1.4889","4.64"
"後年","2","1","0.1449","0.1972","0.3421","1.07"
"今年4月","0","0","0","0","0","0"
"今年1月","0","0","0","0","0","0"
"今年3月","0","0","0","0","0","0"
"今年2月","0","0","0","0","0","0"
