"調查年度",91,"放養面積","(公頃)"
"魚種名稱","鯉科魚(含草鰱魚)","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","48","1","7.3800","0.0900","7.4700","2.87","4,227,000","52,300"
"臺南縣","130","142","59.6600","103.0200","162.6800","62.50","5,529,770","8,650,865"
"雲林縣","65","8","16.8900","2.8100","19.7000","7.57","993,600","5,173,680"
"嘉義縣","46","6","16.0200","0.6800","16.7000","6.42","707,930","1,611,846"
"高雄縣","23","5","9.9200","2.8300","12.7500","4.90","284,700","925,290"
"彰化縣","129","47","11.8900","6.8900","18.7800","7.22","485,100","1,947,007"
"臺南市","25","4","10.2400","2.4200","12.6600","4.86","1,409,500","324,550"
"宜蘭縣","21","3","5.2200","0.0800","5.3000","2.04","732,350","80,120"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","20","3","3.7600","0.0300","3.7900","1.46","112,850","309,560"
"臺東縣","1","3","0.1600","0.3000","0.4600","0.18","35,000","41,760"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","508","222","141.1400","119.1500","260.2900","100.00","14,517,800","19,116,978"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","1","0","0.7400","0.7400","0.28"
"室外","508","221","141.1400","118.4100","259.5500","99.72"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","53","3","6.2500","0.5900","6.8400","2.63"
"中間養成","138","47","34.4600","17.5500","52.0100","19.98"
"成魚養成","274","152","93.7800","96.0800","189.8600","72.94"
"蓄養可上市之成魚","43","20","6.6500","4.9300","11.5800","4.45"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","489","211","134.4700","110.9600","245.4300","94.40"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","17","11","6.3600","8.1900","14.5500","5.60"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","8","0","1.0900","0","1.0900","0.42"
"今年6月","26","6","5.5300","1.7300","7.2600","2.79"
"今年7月","38","3","11.0700","1.8700","12.9400","4.97"
"今年8月","52","10","15.1900","8.6700","23.8600","9.17"
"今年9月","56","9","11.3800","3.9700","15.3500","5.90"
"今年10月","56","21","17.0500","10.3600","27.4100","10.53"
"今年11月","39","32","18.0500","24.7100","42.7600","16.43"
"今年12月","100","45","26.1000","22.1700","48.2700","18.54"
"明年1月","20","29","7.5100","21.3600","28.8700","11.09"
"明年2月","38","19","8.6700","10.2800","18.9500","7.28"
"明年3月","15","13","7.7200","5.3000","13.0200","5.00"
"明年4月","14","13","2.0800","5.1600","7.2400","2.78"
"明年5月","13","8","1.6500","1.7100","3.3600","1.29"
"明年6月","10","2","2.4700","0.2600","2.7300","1.05"
"明年7月","8","4","2.9300","0.4100","3.3400","1.28"
"明年8月","1","3","0.2000","0.4900","0.6900","0.27"
"明年9月","3","1","0.1000","0.2400","0.3400","0.13"
"明年10月","0","1","0","0.1200","0.1200","0.05"
"明年11月","0","1","0","0.2300","0.2300","0.09"
"明年12月","8","0","1.3700","0","1.3700","0.53"
"後年","3","2","0.9800","0.1100","1.0900","0.42"
