"調查年度",93,"放養面積","(公頃)"
"魚種名稱","鯉科魚(含草鰱魚)","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","21","0","3.6900","0","3.6900","2.20","3,031,000","10,000"
"臺南縣","135","91","54.5900","30.5100","85.1000","50.75","54,867,980","3,989,395"
"雲林縣","25","1","6.2400","0.0300","6.2700","3.74","162,850","584,590"
"嘉義縣","23","5","7.4200","1.1900","8.6100","5.13","1,126,200","1,660,978"
"高雄縣","15","1","4.3900","0.4900","4.8800","2.91","219,500","26,900"
"彰化縣","55","14","9.3200","3.6300","12.9500","7.72","781,600","2,474,994"
"臺南市","55","24","23.1300","14.3700","37.5000","22.36","11,853,500","1,640,150"
"宜蘭縣","17","7","3.7500","0.4100","4.1600","2.48","445,400","97,710"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","21","0","4.5200","0","4.5200","2.70","53,000","73,320"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","367","143","117.0500","50.6300","167.6800","100.00","72,541,030","10,558,037"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","362","143","117.0500","50.6300","167.6800","100.00"
"兼有","5","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","81","5","20.2900","1.1200","21.4100","12.77"
"中間養成","101","35","30.5900","19.1900","49.7800","29.69"
"成魚養成","155","42","61.7300","18.2800","80.0100","47.72"
"蓄養可上市之成魚","30","61","4.4400","12.0400","16.4800","9.83"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","342","120","105.0900","37.0100","142.1000","84.93"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","24","23","11.6000","13.6200","25.2200","15.07"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","4","0","0.7200","0","0.7200","0.43"
"今年6月","19","1","3.6100","0.2000","3.8100","2.28"
"今年7月","30","17","10.3000","10.5200","20.8200","12.46"
"今年8月","45","8","10.0200","5.3400","15.3600","9.19"
"今年9月","25","9","9.5800","4.6200","14.2000","8.50"
"今年10月","43","7","14.8600","2.2900","17.1500","10.26"
"今年11月","42","16","18.3500","7.5400","25.8900","15.49"
"今年12月","47","9","18.4600","3.2700","21.7300","13.00"
"明年1月","14","5","5.2100","1.0900","6.3000","3.77"
"明年2月","20","8","4.5300","1.5800","6.1100","3.66"
"明年3月","11","15","2.6400","4.1800","6.8200","4.08"
"明年4月","8","12","2.1900","2.4400","4.6300","2.77"
"明年5月","10","15","1.8800","2.3100","4.1900","2.51"
"明年6月","10","10","2.8000","2.4700","5.2700","3.15"
"明年7月","15","5","2.9500","0.8600","3.8100","2.28"
"明年8月","6","4","2.2100","1.6700","3.8800","2.32"
"明年9月","3","2","1.8200","0.2500","2.0700","1.24"
"明年10月","4","0","0.9200","0","0.9200","0.55"
"明年11月","2","0","0.3800","0","0.3800","0.23"
"明年12月","5","0","3.0500","0","3.0500","1.83"
"後年","0","0","0","0","0","0"
