"調查年度",92,"放養面積","(公頃)"
"魚種名稱","鯉科魚(含草鰱魚)","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","25","0","5.3700","0","5.3700","5.95","3,868,000","0"
"臺南縣","56","56","14.6200","37.6800","52.3000","57.99","629,400","4,180,300"
"雲林縣","1","0","0.0800","0","0.0800","0.09","500","0"
"嘉義縣","16","3","5.0000","0.6400","5.6400","6.25","276,000","1,187,780"
"高雄縣","4","1","1.8200","0.2100","2.0300","2.25","36,000","4,500"
"彰化縣","1","0","0.0300","0","0.0300","0.03","500","2,224,970"
"臺南市","32","12","14.3700","6.6800","21.0500","23.34","9,555,200","542,770"
"宜蘭縣","8","0","0.6200","0","0.6200","0.69","7,900","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","20","0","3.0700","0","3.0700","3.40","54,000","300"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","163","72","44.9800","45.2100","90.1900","100.00","14,427,500","8,140,620"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","163","72","44.9800","45.2100","90.1900","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","32","0","4.0300","0","4.0300","4.47"
"中間養成","51","0","14.5800","0","14.5800","16.17"
"成魚養成","57","72","22.7300","45.2100","67.9400","75.33"
"蓄養可上市之成魚","23","0","3.6400","0","3.6400","4.04"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","158","62","42.6500","40.0000","82.6500","98.51"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2","0","1.2500","0","1.2500","1.49"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","16","0","3.0400","0","3.0400","3.37"
"今年6月","24","0","5.8500","0","5.8500","6.49"
"今年7月","18","2","5.6100","2.2900","7.9000","8.76"
"今年8月","40","1","8.7200","0.6900","9.4100","10.43"
"今年9月","13","6","3.4200","3.0100","6.4300","7.13"
"今年10月","14","7","4.0800","4.4600","8.5400","9.47"
"今年11月","16","43","7.2900","26.5200","33.8100","37.49"
"今年12月","9","13","3.5400","8.2400","11.7800","13.06"
"明年1月","1","0","0.1000","0","0.1000","0.11"
"明年2月","1","0","0.2400","0","0.2400","0.27"
"明年3月","1","0","0.2000","0","0.2000","0.22"
"明年4月","1","0","0.2100","0","0.2100","0.23"
"明年5月","1","0","0.6200","0","0.6200","0.69"
"明年6月","1","0","0.5200","0","0.5200","0.58"
"明年7月","3","0","1.0300","0","1.0300","1.14"
"明年8月","3","0","0.4000","0","0.4000","0.44"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","1","0","0.1100","0","0.1100","0.12"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
