"調查年度",92,"放養面積","(公頃)"
"魚種名稱","花身雞魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","7","0","1.3700","0","1.3700","4.00","245,000","0"
"臺南縣","18","2","10.9000","1.1800","12.0800","35.31","204,000","10,500"
"雲林縣","6","0","2.2400","0","2.2400","6.55","139,236","0"
"嘉義縣","37","6","13.3400","1.6300","14.9700","43.76","1,564,000","246,000"
"高雄縣","6","0","1.1900","0","1.1900","3.48","88,000","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","3","1","1.6800","0.2700","1.9500","5.70","60,000","2,000"
"宜蘭縣","0","3","0","0.4100","0.4100","1.20","0","16,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","77","12","30.7200","3.4900","34.2100","100.00","2,300,236","274,500"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","77","12","30.7200","3.4900","34.2100","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","1","0","0.0400","0","0.0400","0.12"
"中間養成","11","0","5.8000","0","5.8000","16.95"
"成魚養成","59","9","23.5500","3.0800","26.6300","77.84"
"蓄養可上市之成魚","6","3","1.3300","0.4100","1.7400","5.09"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","2","0","0.3400","0","0.3400","2.35"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","38","9","12.0900","2.0400","14.1300","97.65"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","2","0","0.0400","0","0.0400","0.12"
"今年7月","0","3","0","0.4100","0.4100","1.20"
"今年8月","15","0","5.1000","0","5.1000","14.91"
"今年9月","1","0","0.2200","0","0.2200","0.64"
"今年10月","3","0","2.6100","0","2.6100","7.63"
"今年11月","7","2","2.3500","1.1800","3.5300","10.32"
"今年12月","29","4","14.4200","1.1800","15.6000","45.60"
"明年1月","2","2","0.5100","0.5000","1.0100","2.95"
"明年2月","3","1","0.9000","0.2200","1.1200","3.27"
"明年3月","5","0","1.3800","0","1.3800","4.03"
"明年4月","4","0","1.1200","0","1.1200","3.27"
"明年5月","0","0","0","0","0","0"
"明年6月","2","0","0.3500","0","0.3500","1.02"
"明年7月","2","0","0.9500","0","0.9500","2.78"
"明年8月","2","0","0.7700","0","0.7700","2.25"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
