"調查年度",90,"放養面積","(公頃)"
"魚種名稱","泥鰍","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","2","0","0.6863","0","0.6863","0.47","70,000","0"
"臺南縣","259","0","132.7684","0","132.7684","90.30","39,351,641","0"
"雲林縣","19","7","7.0961","4.0096","11.1057","7.55","2,754,200","1,494,000"
"嘉義縣","3","0","1.8225","0","1.8225","1.24","237,000","0"
"高雄縣","0","0","0","0","0","0","0","4,950"
"彰化縣","0","0","0","0","0","0","0","1,500"
"臺南市","1","0","0.6477","0","0.6477","0.44","10,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","284","7","143.0210","4.0096","147.0306","100.00","42,422,841","1,500,450"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","284","7","143.0210","4.0096","147.0306","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","6","0","2.6740","0","2.6740","1.82"
"中間養成","27","2","9.7686","1.3865","11.1551","7.59"
"成魚養成","239","5","123.9413","2.6231","126.5644","86.08"
"蓄養可上市之成魚","12","0","6.6371","0","6.6371","4.51"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","269","0","136.2911","0","136.2911","92.70"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","15","7","6.7299","4.0096","10.7395","7.30"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","2","0","1.0169","0","1.0169","0.69"
"今年7月","6","2","1.9865","1.3655","3.3520","2.28"
"今年8月","9","2","4.9567","0.9002","5.8569","3.98"
"今年9月","33","1","19.5095","0.3574","19.8669","13.51"
"今年10月","77","0","32.8273","0","32.8273","22.33"
"今年11月","49","2","26.1234","1.3865","27.5099","18.71"
"今年12月","54","0","27.8331","0","27.8331","18.93"
"明年1月","21","0","11.0372","0","11.0372","7.51"
"明年2月","14","0","6.9454","0","6.9454","4.72"
"明年3月","5","0","2.3845","0","2.3845","1.62"
"明年4月","5","0","3.0628","0","3.0628","2.08"
"明年5月","0","0","0","0","0","0"
"明年6月","6","0","4.3747","0","4.3747","2.98"
"明年7月","0","0","0","0","0","0"
"明年8月","1","0","0.1562","0","0.1562","0.11"
"明年9月","0","0","0","0","0","0"
"明年10月","2","0","0.8068","0","0.8068","0.55"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
