"調查年度",93,"放養面積","(公頃)"
"魚種名稱","泥鰍","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","265","1","126.9900","0.7900","127.7800","99.12","55,733,000","600,000"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","3","0","0.6300","0","0.6300","0.49","280,000","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","4,120"
"臺南市","1","0","0.3700","0","0.3700","0.29","6,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","5","0","0.1400","0","0.1400","0.11","106,000","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","274","1","128.1300","0.7900","128.9200","100.00","56,125,000","604,120"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","3","0","0.0400","0","0.0400","0.03"
"室外","271","1","128.0900","0.7900","128.8800","99.97"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","13","0","5.9100","0","5.9100","4.58"
"中間養成","76","0","32.6300","0","32.6300","25.31"
"成魚養成","179","0","87.7500","0","87.7500","68.07"
"蓄養可上市之成魚","6","1","1.8400","0.7900","2.6300","2.04"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","273","1","127.7600","0.7900","128.5500","99.71"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1","0","0.3700","0","0.3700","0.29"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.5900","0","0.5900","0.46"
"今年6月","7","0","2.2300","0","2.2300","1.73"
"今年7月","22","0","9.5000","0","9.5000","7.37"
"今年8月","30","0","20.1600","0","20.1600","15.64"
"今年9月","29","1","13.2500","0.7900","14.0400","10.89"
"今年10月","36","0","14.1900","0","14.1900","11.01"
"今年11月","39","0","16.5300","0","16.5300","12.82"
"今年12月","47","0","22.7600","0","22.7600","17.65"
"明年1月","17","0","7.4000","0","7.4000","5.74"
"明年2月","15","0","7.4700","0","7.4700","5.79"
"明年3月","8","0","4.4900","0","4.4900","3.48"
"明年4月","12","0","5.6400","0","5.6400","4.37"
"明年5月","10","0","3.8800","0","3.8800","3.01"
"明年6月","1","0","0.0400","0","0.0400","0.03"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
