"調查年度",89,"放養面積","(公頃)"
"魚種名稱","泥鰍","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","6","0","1.1639","0","1.1639","0.71","585,000","0"
"臺南縣","290","1","158.2237","0.1300","158.3537","96.17","50,109,000","30,000"
"雲林縣","0","4","0","0.8013","0.8013","0.49","0","737,500"
"嘉義縣","11","0","3.6959","0","3.6959","2.24","1,015,000","0"
"高雄縣","0","0","0","0","0","0","0","4,100"
"彰化縣","0","0","0","0","0","0","0","1,500"
"臺南市","1","0","0.6477","0","0.6477","0.39","6,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","308","5","163.7312","0.9313","164.6625","100.00","51,715,000","773,100"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","308","5","163.7312","0.9313","164.6625","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","14","2","3.9479","0.5331","4.4810","2.72"
"中間養成","23","0","10.0228","0","10.0228","6.09"
"成魚養成","246","2","137.9540","0.3382","138.2922","83.99"
"蓄養可上市之成魚","25","1","11.8065","0.0600","11.8665","7.21"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","305","4","162.3874","0.5282","162.9156","99.01"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","2","1","1.2177","0.4031","1.6208","0.99"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","8","0","3.1042","0","3.1042","1.89"
"今年7月","18","1","6.8321","0.2402","7.0723","4.30"
"今年8月","30","1","13.6073","0.0980","13.7053","8.32"
"今年9月","74","1","38.7603","0.4031","39.1634","23.78"
"今年10月","68","0","41.4202","0","41.4202","25.15"
"今年11月","21","0","11.9701","0","11.9701","7.27"
"今年12月","38","2","18.3990","0.1900","18.5890","11.29"
"明年1月","4","0","1.5041","0","1.5041","0.91"
"明年2月","10","0","5.3974","0","5.3974","3.28"
"明年3月","11","0","6.4048","0","6.4048","3.89"
"明年4月","5","0","2.3544","0","2.3544","1.43"
"明年5月","7","0","5.5722","0","5.5722","3.38"
"明年6月","11","0","5.5654","0","5.5654","3.38"
"明年7月","2","0","2.6543","0","2.6543","1.61"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","0.1854","0","0.1854","0.11"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
