"調查年度",91,"放養面積","(公頃)"
"魚種名稱","泥鰍","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","2","0","0.6800","0","0.6800","0.53","70,000","0"
"臺南縣","248","0","124.5100","0","124.5100","97.58","27,845,000","0"
"雲林縣","6","0","1.1400","0","1.1400","0.89","311,000","0"
"嘉義縣","1","0","0.4600","0","0.4600","0.36","15,000","0"
"高雄縣","0","0","0","0","0","0","0","10,500"
"彰化縣","1","0","0.1600","0","0.1600","0.13","11,300","26,000"
"臺南市","1","0","0.6500","0","0.6500","0.51","5,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","5","0","0","0","0","0","55,000","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","264","0","127.6000","0","127.6000","100.00","28,312,300","36,500"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","264","0","127.6000","0","127.6000","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","2","0","0.1600","0","0.1600","0.13"
"中間養成","29","0","7.4800","0","7.4800","5.86"
"成魚養成","230","0","117.7100","0","117.7100","92.25"
"蓄養可上市之成魚","3","0","2.2500","0","2.2500","1.76"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","263","0","126.9500","0","126.9500","99.49"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1","0","0.6500","0","0.6500","0.51"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","10","0","4.2600","0","4.2600","3.34"
"今年7月","12","0","3.2100","0","3.2100","2.52"
"今年8月","16","0","5.3700","0","5.3700","4.21"
"今年9月","30","0","16.6900","0","16.6900","13.08"
"今年10月","57","0","31.4600","0","31.4600","24.66"
"今年11月","71","0","37.8600","0","37.8600","29.67"
"今年12月","52","0","23.2700","0","23.2700","18.24"
"明年1月","4","0","1.2200","0","1.2200","0.96"
"明年2月","5","0","1.1800","0","1.1800","0.92"
"明年3月","3","0","1.4500","0","1.4500","1.14"
"明年4月","2","0","1.1200","0","1.1200","0.88"
"明年5月","1","0","0.3400","0","0.3400","0.27"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","1","0","0.1700","0","0.1700","0.13"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
