"調查年度",91,"放養面積","(公頃)"
"魚種名稱","淡水長腳蝦","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","9,706","0","2,171.3300","0","2,171.3300","89.59","1,306,643,940","93,000"
"臺南縣","1","0","0.7000","0","0.7000","0.03","70,000","2,374,500"
"雲林縣","63","0","19.0900","0","19.0900","0.79","4,582,500","0"
"嘉義縣","49","0","10.8000","0","10.8000","0.45","9,690,000","0"
"高雄縣","1,062","6","212.5900","2.4200","215.0100","8.87","42,527,500","6,491,500"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","14","0","5.9700","0","5.9700","0.25","2,290,000","300"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","3","0","0.8200","0","0.8200","0.03","142,000","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","10,898","6","2,421.3000","2.4200","2,423.7200","100.00","1,365,945,940","8,959,300"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","20","0","1.8400","0","1.8400","0.08"
"室外","10,807","6","2,409.2300","2.4200","2,411.6500","99.50"
"兼有","71","0","10.2300","0","10.2300","0.42"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","467","0","96.6100","0","96.6100","3.99"
"中間養成","3,840","6","851.9400","2.4200","854.3600","35.25"
"成魚養成","2,524","0","565.9200","0","565.9200","23.35"
"蓄養可上市之成魚","4,067","0","906.8300","0","906.8300","37.41"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","10,853","0","2,411.3600","0","2,411.3600","99.52"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","38","6","9.1600","2.4200","11.5800","0.48"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","101","0","23.2500","0","23.2500","0.96"
"今年6月","606","0","138.7400","0","138.7400","5.72"
"今年7月","1,199","0","278.2200","0","278.2200","11.48"
"今年8月","1,416","0","312.4900","0","312.4900","12.89"
"今年9月","2,006","0","434.3800","0","434.3800","17.92"
"今年10月","2,059","0","447.2100","0","447.2100","18.45"
"今年11月","1,178","0","258.9800","0","258.9800","10.69"
"今年12月","1,190","1","273.1600","0.2500","273.4100","11.28"
"明年1月","411","0","96.6900","0","96.6900","3.99"
"明年2月","310","4","69.8600","1.7900","71.6500","2.96"
"明年3月","190","1","39.9200","0.3800","40.3000","1.66"
"明年4月","40","0","8.3200","0","8.3200","0.34"
"明年5月","62","0","13.2700","0","13.2700","0.55"
"明年6月","18","0","3.7500","0","3.7500","0.15"
"明年7月","20","0","3.2600","0","3.2600","0.13"
"明年8月","28","0","6.0800","0","6.0800","0.25"
"明年9月","38","0","7.1500","0","7.1500","0.30"
"明年10月","15","0","3.2400","0","3.2400","0.13"
"明年11月","4","0","1.1000","0","1.1000","0.05"
"明年12月","6","0","1.7700","0","1.7700","0.07"
"後年","1","0","0.4600","0","0.4600","0.02"
