"調查年度",93,"放養面積","(公頃)"
"魚種名稱","虱目魚苗越冬養殖","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","9","0","1.9200","0","1.9200","0.49","12,337,890","0"
"臺南縣","190","77","202.0200","60.6500","262.6700","67.18","19,867,000","9,306,500"
"雲林縣","15","0","3.2100","0","3.2100","0.82","626,000","2,000"
"嘉義縣","152","19","28.9300","6.1800","35.1100","8.98","12,628,000","1,580,000"
"高雄縣","21","0","10.4600","0","10.4600","2.68","1,894,000","0"
"彰化縣","4","0","0.8300","0","0.8300","0.21","265,000","0"
"臺南市","158","68","42.9100","33.8900","76.8000","19.64","12,656,000","5,392,000"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","549","164","290.2800","100.7200","391.0000","100.00","60,273,890","16,280,500"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","549","164","290.2800","100.7200","391.0000","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","98","18","104.5800","5.1100","109.6900","28.05"
"中間養成","422","132","171.8700","86.4700","258.3400","66.07"
"成魚養成","9","5","3.9700","5.7500","9.7200","2.49"
"蓄養可上市之成魚","20","9","9.8600","3.3900","13.2500","3.39"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","9","3","4.7700","1.0000","5.7700","6.64"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","214","24","72.5100","8.6400","81.1500","93.36"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","5","2","4.7100","1.3800","6.0900","1.56"
"今年6月","31","0","99.9300","0","99.9300","25.66"
"今年7月","9","0","21.8500","0","21.8500","5.61"
"今年8月","11","1","3.4600","0.3500","3.8100","0.98"
"今年9月","2","1","4.5200","0.6000","5.1200","1.31"
"今年10月","7","5","3.5100","5.5500","9.0600","2.33"
"今年11月","3","0","0.7400","0","0.7400","0.19"
"今年12月","4","0","0.6900","0","0.6900","0.18"
"明年1月","4","0","1.1000","0","1.1000","0.28"
"明年2月","4","1","1.6300","0.5500","2.1800","0.56"
"明年3月","255","51","74.8900","21.0500","95.9400","24.63"
"明年4月","181","44","58.2300","23.6800","81.9100","21.03"
"明年5月","17","58","7.3800","47.5600","54.9400","14.10"
"明年6月","4","0","1.3700","0","1.3700","0.35"
"明年7月","3","0","1.1600","0","1.1600","0.30"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","1.1200","0","1.1200","0.29"
"明年11月","2","0","1.1200","0","1.1200","0.29"
"明年12月","0","0","0","0","0","0"
"後年","1","0","1.3800","0","1.3800","0.35"
