"調查年度",89,"放養面積","(公頃)"
"魚種名稱","虱目魚苗越冬養殖","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","51","7","28.8901","3.0157","31.9058","12.99","3,220,000","350,000"
"臺南縣","68","0","39.2721","0","39.2721","15.99","6,397,000","0"
"雲林縣","2","0","0.6303","0","0.6303","0.26","388,000","700"
"嘉義縣","23","1","6.1634","0.1334","6.2968","2.56","1,372,000","30,000"
"高雄縣","33","1","15.1991","0.5865","15.7856","6.43","1,885,000","26,000"
"彰化縣","5","0","1.0951","0","1.0951","0.45","50,000","5,000"
"臺南市","270","7","148.1196","2.5145","150.6341","61.33","19,722,000","376,500"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","452","16","239.3697","6.2501","245.6198","100.00","33,034,000","788,200"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","452","16","239.3697","6.2501","245.6198","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","123","0","99.3812","0","99.3812","40.46"
"中間養成","318","15","137.1558","5.6636","142.8194","58.15"
"成魚養成","8","1","1.6420","0.5865","2.2285","0.91"
"蓄養可上市之成魚","3","0","1.1907","0","1.1907","0.48"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","15","1","6.1201","0.5865","6.7066","6.92"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","149","10","86.3329","3.8096","90.1425","93.08"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","5","0","8.3365","0","8.3365","3.39"
"今年8月","24","0","16.1580","0","16.1580","6.58"
"今年9月","33","0","24.9727","0","24.9727","10.17"
"今年10月","8","0","5.0662","0","5.0662","2.06"
"今年11月","2","0","0.6476","0","0.6476","0.26"
"今年12月","13","1","4.8340","0.5865","5.4205","2.21"
"明年1月","25","0","11.4558","0","11.4558","4.66"
"明年2月","17","0","5.7756","0","5.7756","2.35"
"明年3月","58","4","21.1128","0.9273","22.0401","8.97"
"明年4月","249","11","134.3462","4.7363","139.0825","56.63"
"明年5月","17","0","5.5482","0","5.5482","2.26"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","1","0","1.1161","0","1.1161","0.45"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
