"調查年度",93,"放養面積","(公頃)"
"魚種名稱","金目鱸","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","21","0","5.3100","0","5.3100","3.97","447,326","0"
"臺南縣","25","1","8.8300","0.3700","9.2000","6.87","1,422,000","1,700"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","110","1","24.4300","0.3900","24.8200","18.54","12,421,000","8,600"
"高雄縣","386","0","86.0800","0","86.0800","64.31","6,848,300","0"
"彰化縣","4","1","3.2600","0.0600","3.3200","2.48","63,450","5,800"
"臺南市","19","3","3.9800","1.1400","5.1200","3.83","2,329,500","15,200"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","565","6","131.8900","1.9600","133.8500","100.00","23,531,576","31,300"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","3","0","0.3500","0","0.3500","0.26"
"室外","562","6","131.5400","1.9600","133.5000","99.74"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","40","0","7.3400","0","7.3400","5.48"
"中間養成","169","1","30.8500","0.0600","30.9100","23.09"
"成魚養成","346","5","92.0500","1.9000","93.9500","70.19"
"蓄養可上市之成魚","10","0","1.6500","0","1.6500","1.23"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","226","0","46.4900","0","46.4900","42.07"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","247","4","63.0900","0.9200","64.0100","57.93"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","6","0","1.3000","0","1.3000","0.97"
"今年6月","57","0","10.8600","0","10.8600","8.11"
"今年7月","20","1","4.3300","0.3700","4.7000","3.51"
"今年8月","29","1","8.0300","0.3900","8.4200","6.29"
"今年9月","46","2","9.1100","0.4700","9.5800","7.16"
"今年10月","72","0","19.2200","0","19.2200","14.36"
"今年11月","51","0","12.1300","0","12.1300","9.06"
"今年12月","44","1","12.5500","0.0600","12.6100","9.42"
"明年1月","24","0","4.6100","0","4.6100","3.44"
"明年2月","23","0","4.3600","0","4.3600","3.26"
"明年3月","35","0","5.9300","0","5.9300","4.43"
"明年4月","40","0","9.3400","0","9.3400","6.98"
"明年5月","26","0","6.5100","0","6.5100","4.86"
"明年6月","15","0","4.0900","0","4.0900","3.06"
"明年7月","17","1","5.4100","0.6700","6.0800","4.54"
"明年8月","15","0","4.0000","0","4.0000","2.99"
"明年9月","17","0","4.4200","0","4.4200","3.30"
"明年10月","13","0","2.7200","0","2.7200","2.03"
"明年11月","4","0","1.0800","0","1.0800","0.81"
"明年12月","4","0","0.9200","0","0.9200","0.69"
"後年","7","0","0.9700","0","0.9700","0.72"
