"調查年度",95,"放養面積","83.3408(公頃)"
"魚種名稱","金目鱸","放養數量","15,655,712(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","300","17","83.3408","3.7426","87.0834","100.00","15,655,712","1,115,764"
"屏東縣","6","0","0.9300","0","0.9300","1.07","174,000","0"
"臺南縣","5","8","2.7760","2.0309","4.8069","5.52","464,000","602,700"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","141","7","37.5824","1.3007","38.8831","44.65","12,334,200","473,000"
"高雄縣","146","2","41.5330","0.4110","41.9440","48.17","2,676,512","40,064"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","2","0","0.5194","0","0.5194","0.60","7,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","5","0","0.5768","0","0.5768","0.67"
"自有","240","9","68.8964","2.5109","71.4073","82.78"
"公有租用","6","2","1.8491","0.1612","2.0103","2.33"
"私有租用","45","6","11.1995","1.0705","12.2700","14.22"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","14","0","1.7526","0","1.7526","2.01"
"中間養成","61","0","12.0468","0","12.0468","13.83"
"成魚養成","225","17","69.5414","3.7426","73.2840","84.15"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","58","0","17.5119","0","17.5119","20.11"
"純海水","115","10","29.5818","2.4419","32.0237","36.77"
"半淡鹹水","127","7","36.2471","1.3007","37.5478","43.12"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","5","0","0.9837","0","0.9837","1.13"
"今年6月","15","0","4.2333","0","4.2333","4.86"
"今年7月","12","0","2.0760","0","2.0760","2.38"
"今年8月","13","5","3.6444","0.9019","4.5463","5.22"
"今年9月","5","0","1.2363","0","1.2363","1.42"
"今年10月","13","6","3.2989","0.7706","4.0695","4.67"
"今年11月","7","0","1.8899","0","1.8899","2.17"
"今年12月","55","0","14.9848","0","14.9848","17.21"
"明年1月","12","0","3.8630","0","3.8630","4.44"
"明年2月","16","0","3.3698","0","3.3698","3.87"
"明年3月","20","0","6.1651","0","6.1651","7.08"
"明年4月","21","1","6.2875","0.2302","6.5177","7.48"
"明年5月","25","0","5.8924","0","5.8924","6.77"
"明年6月","41","1","12.7441","0.3327","13.0768","15.02"
"明年7月","11","0","3.6398","0","3.6398","4.18"
"明年8月","15","0","3.6008","0","3.6008","4.13"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","0.3800","0","0.3800","0.44"
"明年11月","1","3","0.2078","1.4289","1.6367","1.88"
"明年12月","6","0","3.0170","0","3.0170","3.46"
"後年","3","1","0.8778","0.0783","0.9561","1.10"
"今年4月","1","0","0.5403","0","0.5403","0.62"
"今年1月","1","0","0.2515","0","0.2515","0.29"
"今年3月","1","0","0.1566","0","0.1566","0.18"
"今年2月","0","0","0","0","0","0"
