"調查年度",89,"放養面積","(公頃)"
"魚種名稱","其他","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","633","32","136.8631","13.8776","150.7407","33.08","78,971,947","453,000"
"臺南縣","113","29","55.8846","16.2624","72.1470","15.83","12,981,400","1,763,620"
"雲林縣","38","0","11.7424","0","11.7424","2.58","1,477,500","0"
"嘉義縣","404","32","134.1729","10.1337","144.3066","31.67","21,383,200","2,138,200"
"高雄縣","173","4","32.6395","1.8338","34.4733","7.57","8,699,000","436,600"
"彰化縣","101","5","15.6980","0.9567","16.6547","3.66","2,756,970","1,276,000"
"臺南市","30","0","11.9376","0","11.9376","2.62","3,026,600","200"
"宜蘭縣","18","0","3.1024","0","3.1024","0.68","2,092,000","10,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","16","0","4.3182","0","4.3182","0.95","592,000","0"
"臺東縣","30","2","5.4532","0.7512","6.2044","1.36","797,150","143,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,556","104","411.8119","43.8154","455.6273","100.00","132,777,767","6,220,620"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","3","0","0.1821","0","0.1821","0.04"
"室外","1,550","104","411.2781","43.8154","455.0935","99.88"
"兼有","3","0","0.3517","0","0.3517","0.08"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","315","2","67.6590","0.8873","68.5463","15.04"
"中間養成","438","20","97.8159","11.0586","108.8745","23.90"
"成魚養成","614","72","182.0924","27.3799","209.4723","45.97"
"蓄養可上市之成魚","189","10","64.2446","4.4896","68.7342","15.09"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","589","17","129.2994","8.9440","138.2434","38.50"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","751","50","201.4650","19.3594","220.8244","61.50"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","10","1","2.7110","0.0899","2.8009","0.61"
"今年6月","71","1","15.5714","0.2923","15.8637","3.48"
"今年7月","142","10","33.6437","3.0936","36.7373","8.06"
"今年8月","188","15","52.4017","4.8806","57.2823","12.57"
"今年9月","145","14","37.6385","7.1304","44.7689","9.83"
"今年10月","242","8","70.6429","3.4127","74.0556","16.25"
"今年11月","130","11","39.2023","4.7368","43.9391","9.64"
"今年12月","269","19","78.2629","8.9791","87.2420","19.15"
"明年1月","88","12","15.1170","3.0049","18.1219","3.98"
"明年2月","111","3","27.0301","0.9418","27.9719","6.14"
"明年3月","53","2","13.6114","0.4524","14.0638","3.09"
"明年4月","36","1","6.0824","1.2837","7.3661","1.62"
"明年5月","15","5","3.3306","4.4226","7.7532","1.70"
"明年6月","12","0","2.6774","0","2.6774","0.59"
"明年7月","8","0","2.6702","0","2.6702","0.59"
"明年8月","3","0","0.9074","0","0.9074","0.20"
"明年9月","4","0","0.9088","0","0.9088","0.20"
"明年10月","3","0","1.5602","0","1.5602","0.34"
"明年11月","0","2","0","1.0946","1.0946","0.24"
"明年12月","7","0","2.3027","0","2.3027","0.51"
"後年","19","0","5.5393","0","5.5393","1.22"
