"調查年度",91,"放養面積","(公頃)"
"魚種名稱","金目鱸","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","126","2","21.8600","0.5600","22.4200","33.72","2,006,700","18,000"
"臺南縣","11","0","4.5600","0","4.5600","6.86","129,200","400"
"雲林縣","0","0","0","0","0","0","0","100"
"嘉義縣","65","6","13.9100","1.2800","15.1900","22.85","3,014,000","150,000"
"高雄縣","113","1","22.3400","0.1600","22.5000","33.84","3,237,400","19,200"
"彰化縣","3","0","1.8200","0","1.8200","2.74","70,000","0"
"臺南市","0","0","0","0","0","0","0","8,000"
"宜蘭縣","1","0","0","0","0","0","40,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","319","9","64.4900","2.0000","66.4900","100.00","8,497,300","195,700"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","319","9","64.4900","2.0000","66.4900","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","50","0","3.1200","0","3.1200","4.69"
"中間養成","103","8","20.2800","1.8400","22.1200","33.27"
"成魚養成","157","1","38.9500","0.1600","39.1100","58.82"
"蓄養可上市之成魚","9","0","2.1400","0","2.1400","3.22"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","196","6","29.5300","1.2800","30.8100","51.14"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","99","2","28.8800","0.5600","29.4400","48.86"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","5","0","0.3600","0","0.3600","0.54"
"今年6月","2","0","0.8000","0","0.8000","1.20"
"今年7月","14","1","1.9700","0.1600","2.1300","3.20"
"今年8月","57","0","7.8100","0","7.8100","11.75"
"今年9月","28","0","3.3800","0","3.3800","5.08"
"今年10月","43","2","13.4300","0.3700","13.8000","20.76"
"今年11月","13","2","1.8300","0.3900","2.2200","3.34"
"今年12月","37","2","7.2500","0.5200","7.7700","11.69"
"明年1月","28","2","7.3300","0.5600","7.8900","11.87"
"明年2月","24","0","4.5600","0","4.5600","6.86"
"明年3月","17","0","3.6800","0","3.6800","5.53"
"明年4月","15","0","2.2500","0","2.2500","3.38"
"明年5月","11","0","2.4100","0","2.4100","3.62"
"明年6月","6","0","1.4500","0","1.4500","2.18"
"明年7月","4","0","0.7600","0","0.7600","1.14"
"明年8月","7","0","2.9000","0","2.9000","4.36"
"明年9月","1","0","0.3800","0","0.3800","0.57"
"明年10月","3","0","0.6700","0","0.6700","1.01"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","4","0","1.2700","0","1.2700","1.91"
