"調查年度",94,"放養面積","(公頃)"
"魚種名稱","金目鱸","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","71","0","14.8600","0","14.8600","10.01","2,877,100","0"
"臺南縣","11","0","5.7000","0","5.7000","3.84","221,780","0"
"雲林縣","1","0","0.3000","0","0.3000","0.20","2,000","0"
"嘉義縣","133","3","32.2100","0.8800","33.0900","22.29","12,873,200","15,000"
"高雄縣","386","0","85.9300","0","85.9300","57.88","5,053,300","500"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","25","2","7.3900","1.2000","8.5900","5.79","805,800","4,700"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","627","5","146.3900","2.0800","148.4700","100.00","21,833,180","20,200"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","627","5","146.3900","2.0800","148.4700","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","76","0","8.6600","0","8.6600","5.83"
"中間養成","225","0","45.6100","0","45.6100","30.72"
"成魚養成","326","5","92.1200","2.0800","94.2000","63.45"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","360","2","78.1900","0.4000","78.5900","52.93"
"鹹水","267","3","68.2000","1.6800","69.8800","47.07"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","7","0","1.3200","0","1.3200","0.90"
"今年6月","31","0","4.5200","0","4.5200","3.08"
"今年7月","45","0","9.1800","0","9.1800","6.25"
"今年8月","51","0","12.3400","0","12.3400","8.40"
"今年9月","38","0","8.7400","0","8.7400","5.95"
"今年10月","71","2","17.3800","1.2000","18.5800","12.64"
"今年11月","66","2","16.7400","0.7500","17.4900","11.90"
"今年12月","106","1","25.5500","0.1300","25.6800","17.48"
"明年1月","28","0","6.0700","0","6.0700","4.13"
"明年2月","54","0","14.1100","0","14.1100","9.60"
"明年3月","31","0","6.1300","0","6.1300","4.17"
"明年4月","14","0","4.0400","0","4.0400","2.75"
"明年5月","20","0","4.7600","0","4.7600","3.24"
"明年6月","16","0","3.7000","0","3.7000","2.52"
"明年7月","17","0","3.3700","0","3.3700","2.29"
"明年8月","7","0","2.0400","0","2.0400","1.39"
"明年9月","1","0","0.0800","0","0.0800","0.05"
"明年10月","5","0","1.6200","0","1.6200","1.10"
"明年11月","6","0","1.3500","0","1.3500","0.92"
"明年12月","2","0","0.8800","0","0.8800","0.60"
"後年","7","0","0.9400","0","0.9400","0.64"
