"調查年度",90,"放養面積","(公頃)"
"魚種名稱","其他","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","614","16","140.1157","6.6521","146.7678","35.96","50,560,396","2,165,100"
"臺南縣","93","11","40.9100","6.8490","47.7590","11.70","43,830,000","202,000"
"雲林縣","15","0","3.1886","0","3.1886","0.78","213,100","8,000"
"嘉義縣","358","12","116.2595","3.3859","119.6454","29.31","24,917,500","2,728,200"
"高雄縣","201","2","38.4265","0.4191","38.8456","9.52","12,805,200","75,500"
"彰化縣","184","13","22.0630","3.0037","25.0667","6.14","8,812,200","566,000"
"臺南市","28","3","11.7136","0.6126","12.3262","3.02","934,300","19,500"
"宜蘭縣","34","0","3.7703","0","3.7703","0.92","506,500","10,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","14","0","4.6249","0","4.6249","1.13","458,800","0"
"臺東縣","23","4","3.6281","2.5679","6.1960","1.52","168,100","62,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,564","61","384.7002","23.4903","408.1905","100.00","143,206,096","5,836,300"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","1","0","0.0149","0","0.0149","0.00"
"室外","1,563","61","384.6853","23.4903","408.1756","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","275","1","52.1494","0.3934","52.5428","12.87"
"中間養成","327","24","79.1908","11.0177","90.2085","22.10"
"成魚養成","856","26","229.6442","9.7537","239.3979","58.65"
"蓄養可上市之成魚","106","10","23.7158","2.3255","26.0413","6.38"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","646","17","137.6983","5.8128","143.5111","42.00"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","733","37","184.1265","14.0699","198.1964","58.00"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","40","0","8.6700","0","8.6700","2.12"
"今年7月","149","1","31.4355","0.3934","31.8289","7.80"
"今年8月","152","0","38.5186","0","38.5186","9.44"
"今年9月","226","2","50.4698","0.6325","51.1023","12.52"
"今年10月","279","8","78.1013","4.3699","82.4712","20.20"
"今年11月","154","5","40.3407","1.0318","41.3725","10.14"
"今年12月","243","22","58.5571","8.3445","66.9016","16.39"
"明年1月","92","14","23.2756","4.4352","27.7108","6.79"
"明年2月","103","3","24.5309","0.8001","25.3310","6.21"
"明年3月","49","3","16.1047","1.3958","17.5005","4.29"
"明年4月","22","1","3.9707","0.3167","4.2874","1.05"
"明年5月","14","2","2.9873","1.7704","4.7577","1.17"
"明年6月","14","0","2.6428","0","2.6428","0.65"
"明年7月","6","0","0.6848","0","0.6848","0.17"
"明年8月","7","0","1.9908","0","1.9908","0.49"
"明年9月","2","0","0.3070","0","0.3070","0.08"
"明年10月","0","0","0","0","0","0"
"明年11月","1","0","0.1093","0","0.1093","0.03"
"明年12月","3","0","0.3419","0","0.3419","0.08"
"後年","8","0","1.6614","0","1.6614","0.41"
