"調查年度",96,"放養面積","134.3554(公頃)"
"魚種名稱","金目鱸","放養數量","19,921,232(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計"
"總　計","66","77","11","50","204","51.4884","47.9316","6.3075","28.6279","134.3554","100.00","19,921,232","66","77","11","50","204"
"屏東縣","0","2","3","0","5","0","0.6950","1.9593","0","2.6543","1.98","249,346","0","2","3","0","5"
"臺南縣","3","0","0","1","4","1.6048","0","0","0.2106","1.8154","1.35","55,300","3","0","0","1","4"
"雲林縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義縣","28","14","5","7","54","16.3265","15.0408","3.3782","5.0688","39.8143","29.63","11,782,102","28","14","5","7","54"
"高雄縣","32","61","3","37","133","31.3953","32.1958","0.9700","22.0870","86.6481","64.49","7,785,264","32","61","3","37","133"
"彰化縣","0","0","0","2","2","0","0","0","0.4515","0.4515","0.34","720","0","0","0","2","2"
"臺南市","3","0","0","0","3","2.1618","0","0","0","2.1618","1.61","17,200","3","0","0","0","3"
"宜蘭縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","3","3","0","0","0","0.8100","0.8100","0.60","31,300","0","0","0","3","3"
"臺東縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","新放養量(尾、粒、隻)"
"今年3月","1","0.2000","60,000"
"今年4月","3","0.7600","109,000"
"今年5月","9","2.5450","344,300"
"今年6月","7","2.7932","674,600"
"今年7月","9","5.8422","1,434,000"
"今年8月","13","7.7110","494,846"
"今年9月","7","4.2668","1,230,500"
"今年10月","14","8.8170","2,520,000"
"今年11月","13","8.9723","1,808,000"
"今年12月","53","33.9369","5,498,302"
"明年1月","9","5.2073","358,000"
"明年2月","17","9.2683","625,400"
"明年3月","13","6.6021","494,000"
"明年4月","13","9.0680","1,162,000"
"明年5月","14","10.1748","849,000"
"明年6月","4","1.3801","142,000"
"明年7月","0","0","0"
"明年8月","2","0.6850","40,600"
"明年9月","2","0.5000","17,000"
"明年10月","9","3.7834","186,000"
"明年11月","2","0.7940","31,000"
"明年12月","12","5.7000","356,620"
"後年","3","0.7540","90,064"
