"調查年度",93,"放養面積","(公頃)"
"魚種名稱","吳郭魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","160","9","46.2200","1.8300","48.0500","0.92","13,871,300","247,000"
"臺南縣","3,393","1,074","1,825.3400","660.8400","2,486.1800","47.55","88,873,440","26,800,335"
"雲林縣","1,322","222","469.7900","99.2300","569.0200","10.88","29,268,274","9,460,260"
"嘉義縣","1,911","1,421","698.5400","633.9800","1,332.5200","25.49","55,510,030","43,969,950"
"高雄縣","686","33","257.0500","15.2800","272.3300","5.21","23,694,200","1,594,400"
"彰化縣","540","82","144.5000","18.7300","163.2300","3.12","8,102,000","33,540,921"
"臺南市","237","144","69.4400","82.6000","152.0400","2.91","3,224,550","4,036,200"
"宜蘭縣","94","104","13.0200","17.7400","30.7600","0.59","493,440","311,600"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","360","59","135.3900","37.8600","173.2500","3.31","6,129,141","2,043,898"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","1","1","0.2900","0.9000","1.1900","0.02","3,000","1,500"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","8,704","3,149","3,659.5800","1,568.9900","5,228.5700","100.00","229,169,375","122,006,064"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","2","1","0.2100","0.5400","0.7500","0.01"
"室外","8,702","3,147","3,659.3700","1,568.4100","5,227.7800","99.98"
"兼有","0","1","0","0.0400","0.0400","0.00"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","377","51","130.1000","21.3600","151.4600","2.90"
"中間養成","2,158","673","779.2100","316.3500","1,095.5600","20.95"
"成魚養成","5,773","2,106","2,597.1200","1,082.0500","3,679.1700","70.37"
"蓄養可上市之成魚","396","319","153.1500","149.2300","302.3800","5.78"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","7,732","2,685","3,311.0900","1,373.1600","4,684.2500","91.60"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","741","387","276.0100","153.7100","429.7200","8.40"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","98","13","41.0100","8.2300","49.2400","0.94"
"今年6月","296","65","123.4400","35.8400","159.2800","3.05"
"今年7月","502","137","214.6400","79.5700","294.2100","5.63"
"今年8月","638","238","277.3200","122.3900","399.7100","7.65"
"今年9月","721","326","327.5100","179.2400","506.7500","9.70"
"今年10月","951","474","433.2800","260.6600","693.9400","13.28"
"今年11月","958","564","412.7700","266.7700","679.5400","13.01"
"今年12月","1,056","574","400.7500","263.3100","664.0600","12.71"
"明年1月","454","196","179.0500","86.3000","265.3500","5.08"
"明年2月","663","172","274.5600","77.7500","352.3100","6.74"
"明年3月","638","100","279.2600","49.1300","328.3900","6.29"
"明年4月","551","74","238.1500","37.6400","275.7900","5.28"
"明年5月","416","58","199.2200","33.9900","233.2100","4.46"
"明年6月","216","49","81.3000","21.3800","102.6800","1.97"
"明年7月","161","28","60.5800","14.5400","75.1200","1.44"
"明年8月","109","23","37.8200","10.3100","48.1300","0.92"
"明年9月","76","20","28.8900","9.4200","38.3100","0.73"
"明年10月","85","10","16.7800","3.5500","20.3300","0.39"
"明年11月","48","7","12.7300","2.3200","15.0500","0.29"
"明年12月","33","11","8.8800","4.0300","12.9100","0.25"
"後年","25","8","7.9100","2.2900","10.2000","0.20"
