"調查年度",89,"放養面積","(公頃)"
"魚種名稱","吳郭魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","335","26","102.0054","12.4228","114.4282","2.00","8,930,160","707,700"
"臺南縣","2,446","2,733","1,151.9340","1,686.1902","2,838.1242","49.49","42,682,836","45,517,324"
"雲林縣","1,111","130","374.3344","59.2175","433.5519","7.56","25,670,082","9,559,840"
"嘉義縣","1,143","1,249","419.1998","588.1787","1,007.3785","17.57","23,265,480","22,492,271"
"高雄縣","1,577","530","487.0199","218.1557","705.1756","12.30","24,996,300","14,779,520"
"彰化縣","464","209","141.8393","45.2942","187.1335","3.26","2,894,626","13,608,978"
"臺南市","248","97","105.0338","41.7127","146.7465","2.56","4,866,300","2,123,370"
"宜蘭縣","180","57","27.5504","14.8562","42.4066","0.74","872,302","268,610"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","353","418","86.6144","124.1607","210.7751","3.68","2,182,520","3,068,422"
"臺東縣","149","92","25.3499","24.0669","49.4168","0.86","900,210","624,240"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","8,006","5,541","2,920.8813","2,814.2556","5,735.1369","100.00","137,260,816","112,750,275"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","6","7","0.8746","2.5911","3.4657","0.06"
"室外","7,997","5,533","2,919.4506","2,811.5315","5,730.9821","99.93"
"兼有","3","1","0.5561","0.1330","0.6891","0.01"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","830","183","245.4386","96.5283","341.9669","5.96"
"中間養成","2,470","857","910.2448","374.5836","1,284.8284","22.40"
"成魚養成","3,746","3,375","1,447.2512","1,902.2481","3,349.4993","58.40"
"蓄養可上市之成魚","960","1,126","317.9467","440.8956","758.8423","13.23"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","6,162","5,193","2,202.6899","2,661.0888","4,863.7787","88.93"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","1,313","273","495.1630","110.3652","605.5282","11.07"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","55","17","23.6572","7.1214","30.7786","0.54"
"今年6月","392","148","146.9438","78.7171","225.6609","3.93"
"今年7月","633","396","226.3527","177.6879","404.0406","7.05"
"今年8月","753","463","282.9242","246.7440","529.6682","9.24"
"今年9月","892","543","367.7374","303.7667","671.5041","11.71"
"今年10月","1,061","838","418.5833","417.5225","836.1058","14.58"
"今年11月","765","798","269.7384","416.1013","685.8397","11.96"
"今年12月","1,036","898","359.2353","401.1098","760.3451","13.26"
"明年1月","500","188","137.5001","83.6104","221.1105","3.86"
"明年2月","352","211","145.7411","108.9547","254.6958","4.44"
"明年3月","293","211","115.6319","119.5018","235.1337","4.10"
"明年4月","256","182","103.1623","99.5166","202.6789","3.53"
"明年5月","181","172","68.7205","101.2380","169.9585","2.96"
"明年6月","318","185","116.4037","117.5776","233.9813","4.08"
"明年7月","51","100","17.2579","52.6747","69.9326","1.22"
"明年8月","89","42","28.1948","20.4221","48.6169","0.85"
"明年9月","87","34","17.3996","13.0104","30.4100","0.53"
"明年10月","78","36","18.9502","21.3499","40.3001","0.70"
"明年11月","32","11","6.2330","3.7348","9.9678","0.17"
"明年12月","75","27","24.0648","10.4951","34.5599","0.60"
"後年","107","41","26.4491","13.3988","39.8479","0.69"
