"調查年度",96,"放養面積","2,303.0144(公頃)"
"魚種名稱","吳郭魚","放養數量","139,797,689(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計"
"總　計","390","491","232","396","1,509","501.0762","561.7375","236.5567","1,003.6440","2,303.0144","100.00","139,797,689","390","491","232","396","1,509"
"屏東縣","1","2","9","3","15","1.0892","1.1155","5.3808","1.8918","9.4773","0.41","2,138,376","1","2","9","3","15"
"臺南縣","126","172","61","150","509","223.9224","223.2873","90.6161","229.2014","767.0272","33.31","70,242,001","126","172","61","150","509"
"雲林縣","75","44","21","4","144","84.9810","36.8009","27.7763","3.6092","153.1674","6.65","8,362,999","75","44","21","4","144"
"嘉義縣","161","243","78","67","549","174.1934","274.2301","74.7376","71.8318","594.9929","25.84","33,862,000","161","243","78","67","549"
"高雄縣","4","6","5","8","23","3.8489","2.1666","3.0676","3.6048","12.6879","0.55","2,563,900","4","6","5","8","23"
"彰化縣","1","1","14","8","24","0.1016","0.3809","12.2350","2.3984","15.1159","0.66","582,199","1","1","14","8","24"
"臺南市","2","0","0","0","2","1.6596","0","0","0","1.6596","0.07","16,300","2","0","0","0","2"
"宜蘭縣","16","8","1","1","26","8.4543","2.7529","0.0100","0.2424","11.4596","0.50","487,500","16","8","1","1","26"
"桃園縣","1","0","0","56","57","0.2167","0","0","447.7961","448.0128","19.45","11,305,000","1","0","0","56","57"
"花蓮縣","2","12","42","59","115","2.2091","20.2200","22.6673","47.9887","93.0851","4.04","4,480,544","2","12","42","59","115"
"臺東縣","1","2","0","0","3","0.4000","0.7533","0","0","1.1533","0.05","81,200","1","2","0","0","3"
"澎湖縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","36","36","0","0","0","194.6294","194.6294","8.45","5,655,000","0","0","0","36","36"
"南投縣","0","0","0","4","4","0","0","0","0.4500","0.4500","0.02","18,170","0","0","0","4","4"
"臺北縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","1","0","0","1","0","0.0300","0","0","0.0300","0.00","1,000","0","1","0","0","1"
"臺中縣","0","0","1","0","1","0","0","0.0660","0","0.0660","0.00","1,500","0","0","1","0","1"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","新放養量(尾、粒、隻)"
"今年3月","6","1.8818","66,250"
"今年4月","14","14.5488","1,264,900"
"今年5月","48","42.9713","3,647,050"
"今年6月","71","107.8414","6,797,100"
"今年7月","59","51.3590","3,249,500"
"今年8月","76","82.2892","5,649,000"
"今年9月","93","130.4382","7,303,346"
"今年10月","177","421.6202","17,717,600"
"今年11月","143","367.9804","13,165,600"
"今年12月","473","506.7627","33,204,099"
"明年1月","66","66.6124","3,126,600"
"明年2月","118","123.5066","10,601,300"
"明年3月","115","117.6425","12,128,500"
"明年4月","68","70.6115","6,963,000"
"明年5月","62","65.8790","4,530,500"
"明年6月","41","32.8223","2,506,000"
"明年7月","11","14.8610","926,000"
"明年8月","8","7.9515","394,350"
"明年9月","5","2.7052","209,000"
"明年10月","13","10.2113","648,000"
"明年11月","1","0.1314","150,000"
"明年12月","15","14.6866","1,377,000"
"後年","10","6.4818","620,000"
