"調查年度",95,"放養面積","855.9800(公頃)"
"魚種名稱","吳郭魚","放養數量","73,066,629(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","1,744","649","855.9800","754.8214","1,610.8014","100.00","73,066,629","43,948,807"
"屏東縣","9","0","1.1738","0","1.1738","0.07","126,000","0"
"臺南縣","586","88","363.3438","55.8820","419.2258","26.03","39,221,500","6,204,800"
"雲林縣","25","8","8.0268","2.3550","10.3818","0.64","809,800","296,600"
"嘉義縣","741","394","302.5524","168.2142","470.7666","29.23","23,612,900","14,493,257"
"高雄縣","19","12","7.3485","6.4057","13.7542","0.85","1,375,000","2,242,000"
"彰化縣","23","6","6.5284","0.5892","7.1176","0.44","332,800","7,700"
"臺南市","13","2","11.6019","0.7071","12.3090","0.76","917,000","47,000"
"宜蘭縣","29","2","7.0574","1.1504","8.2078","0.51","417,460","194,500"
"桃園縣","3","54","10.6315","337.7517","348.3832","21.63","650,000","13,360,000"
"花蓮縣","280","49","128.9749","11.9580","140.9329","8.75","5,280,703","906,950"
"臺東縣","12","3","3.6564","1.5598","5.2162","0.32","142,766","216,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","3","31","5.0842","168.2483","173.3325","10.76","130,700","5,970,000"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","10,000"
"臺中縣","1","0","0","0","0","0","50,000","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","37","16","33.0674","6.0345","39.1019","2.44"
"自有","1,417","489","646.5706","218.5185","865.0891","54.04"
"公有租用","77","99","61.3161","508.9864","570.3025","35.63"
"私有租用","200","39","108.2434","18.0745","126.3179","7.89"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","131","33","50.0215","15.7076","65.7291","4.08"
"中間養成","302","67","134.6479","22.8405","157.4884","9.78"
"成魚養成","1,311","549","671.3106","716.2733","1,387.5839","86.14"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","1,520","529","747.7276","699.5036","1,447.2312","89.85"
"純海水","86","29","47.3910","19.1743","66.5653","4.13"
"半淡鹹水","138","91","60.8614","36.1435","97.0049","6.02"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","14","4","9.5817","1.3391","10.9208","0.68"
"今年6月","34","5","19.0230","2.6977","21.7207","1.35"
"今年7月","50","11","26.4878","6.4543","32.9421","2.05"
"今年8月","70","14","27.4760","5.5484","33.0244","2.05"
"今年9月","88","30","51.0855","50.1638","101.2493","6.29"
"今年10月","156","55","72.2003","102.8332","175.0335","10.88"
"今年11月","130","58","54.4134","36.9463","91.3597","5.68"
"今年12月","538","169","250.9087","78.0837","328.9924","20.44"
"明年1月","71","31","32.8547","79.9461","112.8008","7.01"
"明年2月","99","48","55.1742","72.5624","127.7366","7.94"
"明年3月","114","58","59.9926","20.5974","80.5900","5.01"
"明年4月","66","45","40.4590","206.3213","246.7803","15.33"
"明年5月","145","66","73.2216","64.5143","137.7359","8.56"
"明年6月","41","27","17.4412","10.3668","27.8080","1.73"
"明年7月","28","3","15.2773","1.5570","16.8343","1.05"
"明年8月","39","3","18.4051","1.0437","19.4488","1.21"
"明年9月","11","2","7.4389","1.3160","8.7549","0.54"
"明年10月","26","6","15.4614","1.8081","17.2695","1.07"
"明年11月","2","0","0.6854","0","0.6854","0.04"
"明年12月","8","13","4.1336","9.2218","13.3554","0.83"
"後年","4","0","1.9696","0","1.9696","0.12"
"今年4月","0","1","0","1.5000","1.5000","0.09"
"今年1月","1","0","0.0666","0","0.0666","0.00"
"今年3月","1","0","0.2449","0","0.2449","0.02"
"今年2月","3","0","0.6750","0","0.6750","0.04"
