"調查年度",101,"放養面積","160.70(公頃)"
"魚種名稱","其他鱸魚","放養數量","15,631,400(尾、粒、隻)"
"所屬縣市","已完成調查魚塭口數",,,,,"魚塭面積(公頃)",,,,,"百分比(%)","放養量",,"養殖戶數",,,,,"養殖戶類別統計"
,"第一類(有水權)","第一類(無水權)","第二類","第三類","小計","第一類(有水權)","第一類(無水權)","第二類","第三類","小計",,"在池（尾、粒、隻）","新放養（尾、粒、隻）","第一類(有水權)","第一類(無水權)","第二類","第三類","小計","魚苗戶","養成戶"
"總　計","246","114","2","199","561","75.2356","38.1453","0.3635","46.9514","160.6958","100.00","6,776,350","15,631,400","94","41","2","76","209","6","203"
"臺南市","8","0","0","2","10","3.3084","0","0","0.9323","4.2407","2.64","160,000","66,000","3","0","0","1","4","0","4"
"屏東縣","1","0","0","46","47","0.5502","0","0","8.4081","8.9583","5.57","601,000","189,000","1","0","0","15","16","2","14"
"雲林縣","11","2","0","14","27","3.1737","0.5218","0","2.9421","6.6376","4.13","20,000","1,630,000","4","1","0","5","10","1","9"
"嘉義縣","224","111","1","102","438","67.7443","37.5872","0.2035","29.4708","135.0058","84.01","5,805,000","13,141,000","84","39","1","43","163","1","162"
"彰化縣","1","0","0","0","1","0.1590","0","0","0","0.1590","0.10","3,000","0","1","0","0","0","1","0","1"
"高雄市","0","0","0","8","8","0","0","0","1.1849","1.1849","0.74","0","120,000","0","0","0","3","3","0","3"
"宜蘭縣","0","0","0","27","27","0","0","0","4.0132","4.0132","2.50","185,300","482,000","0","0","0","9","9","2","7"
"桃園縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"南投縣","0","0","1","0","1","0","0","0.1600","0","0.1600","0.10","50","2,400","0","0","1","0","1","0","1"
"新北市","0","1","0","0","1","0","0.0363","0","0","0.0363","0.02","1,000","0","0","1","0","0","1","0","1"
"新竹市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","1","0","0","0","1","0.3000","0","0","0","0.3000","0.19","1,000","1,000","1","0","0","0","1","0","1"
"嘉義市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"預定收獲統計(經營型態=成魚養成)"
"預定收獲月份","魚塭口數","魚塭面積(公頃)","在池放養量(尾、粒、隻)","新放養量(尾、粒、隻)","預定收獲重量(公噸)"
"今年3月","9","1.3067","102,000","0","14"
"今年4月","1","0.5124","40,000","0","19"
"今年5月","8","1.9764","100,000","40,000","48"
"今年6月","6","0.7841","93,000","0","46"
"今年7月","11","2.8996","217,000","59,000","92"
"今年8月","8","2.0034","85,000","61,000","33"
"今年9月","6","2.1095","151,000","0","1"
"今年10月","7","2.3200","240,000","0","88"
"今年11月","4","1.2896","10,300","60,000","3"
"今年12月","292","88.7211","4,257,000","4,984,000","3,947"
"明年1月","0","0","0","0","0"
"明年2月","39","13.3972","950,000","758,000","725"
"明年3月","28","5.3278","0","945,000","489"
"水源別統計"
"所屬縣市","魚塭口數",,,"魚塭面積(公頃)",,,"在池放養量(尾、粒、隻)",,,"新放養量(尾、粒、隻)",,,"預定收獲重量(公噸)"
,"淡水","鹹水","淡水","鹹水","淡水","鹹水","淡水","鹹水","淡水","鹹水"
"總　計","440","121","122.8783","37.8175","5,188,350","1,588,000","10,824,400","4,807,000","5,311","1,723"
"臺南市","2","8","0.9323","3.3084","10,000","150,000","6,000","60,000","0","0"
"屏東縣","47","0","8.9583","0","601,000","0","189,000","0","95","0"
"雲林縣","27","0","6.6376","0","20,000","0","1,630,000","0","0","0"
"嘉義縣","332","106","101.0619","33.9439","4,375,000","1,430,000","8,814,000","4,327,000","5,140","1,466"
"彰化縣","1","0","0.1590","0","3,000","0","0","0","0","0"
"高雄市","8","0","1.1849","0","0","0","120,000","0","0","0"
"宜蘭縣","20","7","3.4480","0.5652","177,300","8,000","62,000","420,000","76","257"
"桃園縣","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0","0","0"
"南投縣","1","0","0.1600","0","50","0","2,400","0","0","0"
"新北市","1","0","0.0363","0","1,000","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","1","0","0.3000","0","1,000","0","1,000","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0"
"經營型態統計─口數、面積(公頃)"
"所屬縣市","無填寫",,"魚苗繁殖",,"種魚繁殖",,"中間養殖",,"成魚養成"
,"魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)","魚塭口數","魚塭面積(公頃)"
"總　計","1","0.2049","14","1.8800","0","0","21","4.3396","525","154.2713"
"臺南市","0","0","0","0","0","0","0","0","10","4.2407"
"屏東縣","0","0","2","0.4466","0","0","9","0.9631","36","7.5486"
"雲林縣","0","0","5","0.4283","0","0","1","0.2612","21","5.9481"
"嘉義縣","1","0.2049","3","0.2410","0","0","7","2.2940","427","132.2659"
"彰化縣","0","0","0","0","0","0","0","0","1","0.1590"
"高雄市","0","0","0","0","0","0","0","0","8","1.1849"
"宜蘭縣","0","0","4","0.7641","0","0","3","0.6613","20","2.5878"
"桃園縣","0","0","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","1","0.1600","0","0"
"新北市","0","0","0","0","0","0","0","0","1","0.0363"
"新竹市","0","0","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0","1","0.3000"
"嘉義市","0","0","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0","0","0"
"經營型態統計─放養量(尾、粒、隻)"
"所屬縣市","無填寫",,"魚苗繁殖",,"種魚繁殖",,"中間養殖",,"成魚養成"
,"在池","新放養","在池","新放養","在池","新放養","在池","新放養","在池","新放養"
"總　計","0","680,000","4,000","1,650,000","0","0","96,050","2,742,400","6,676,300","10,559,000"
"臺南市","0","0","0","0","0","0","0","0","160,000","66,000"
"屏東縣","0","0","0","100,000","0","0","75,000","40,000","526,000","49,000"
"雲林縣","0","0","0","1,250,000","0","0","0","0","20,000","380,000"
"嘉義縣","0","680,000","0","300,000","0","0","0","2,700,000","5,805,000","9,461,000"
"彰化縣","0","0","0","0","0","0","0","0","3,000","0"
"高雄市","0","0","0","0","0","0","0","0","0","120,000"
"宜蘭縣","0","0","4,000","0","0","0","21,000","0","160,300","482,000"
