"調查年度",92,"放養面積","(公頃)"
"魚種名稱","其他鱸魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","114","0","28.3400","0","28.3400","44.73","1,664,450","0"
"臺南縣","8","3","4.5800","0.7800","5.3600","8.46","252,000","1,620"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","66","0","19.8600","0","19.8600","31.34","5,072,000","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","14","0","5.3600","0","5.3600","8.46","1,430,000","30,000"
"臺南市","0","9","0","4.3800","4.3800","6.91","0","14,500"
"宜蘭縣","9","0","0.0600","0","0.0600","0.09","301,010","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","211","12","58.2000","5.1600","63.3600","100.00","8,719,460","46,120"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","211","12","58.2000","5.1600","63.3600","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","65","0","12.0400","0","12.0400","19.00"
"中間養成","30","0","9.6200","0","9.6200","15.18"
"成魚養成","92","10","31.1800","4.6700","35.8500","56.58"
"蓄養可上市之成魚","24","2","5.3600","0.4900","5.8500","9.23"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","42","0","7.0600","0","7.0600","18.15"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","111","0","31.8300","0","31.8300","81.85"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","42","2","6.9100","0.4900","7.4000","11.68"
"今年7月","12","2","3.0400","1.8400","4.8800","7.70"
"今年8月","25","0","6.5600","0","6.5600","10.35"
"今年9月","27","5","7.6300","2.0500","9.6800","15.28"
"今年10月","21","0","6.5800","0","6.5800","10.39"
"今年11月","15","2","4.6200","0.5300","5.1500","8.13"
"今年12月","29","1","9.7300","0.2500","9.9800","15.75"
"明年1月","9","0","3.1700","0","3.1700","5.00"
"明年2月","6","0","2.5000","0","2.5000","3.95"
"明年3月","7","0","2.6800","0","2.6800","4.23"
"明年4月","2","0","0.6700","0","0.6700","1.06"
"明年5月","3","0","1.0800","0","1.0800","1.70"
"明年6月","9","0","2.0100","0","2.0100","3.17"
"明年7月","0","0","0","0","0","0"
"明年8月","1","0","0.1600","0","0.1600","0.25"
"明年9月","1","0","0.2000","0","0.2000","0.32"
"明年10月","1","0","0.3900","0","0.3900","0.62"
"明年11月","0","0","0","0","0","0"
"明年12月","1","0","0.2700","0","0.2700","0.43"
"後年","0","0","0","0","0","0"
