"調查年度",94,"放養面積","(公頃)"
"魚種名稱","其他鱸魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","70","0","14.5400","0","14.5400","14.85","3,068,600","0"
"臺南縣","11","0","3.6300","0","3.6300","3.71","35,300","2,000"
"雲林縣","101","0","28.8800","0","28.8800","29.49","3,084,500","5,500"
"嘉義縣","90","6","25.0300","2.0400","27.0700","27.64","3,282,100","136,000"
"高雄縣","39","0","9.5600","0","9.5600","9.76","304,100","0"
"彰化縣","41","0","7.4900","0","7.4900","7.65","322,800","0"
"臺南市","14","4","2.6700","1.2400","3.9100","3.99","833,100","44,400"
"宜蘭縣","3","0","0.8900","0","0.8900","0.91","40,300","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","2","0","1.9600","0","1.9600","2.00","66,000","230"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","371","10","94.6500","3.2800","97.9300","100.00","11,036,800","188,130"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","371","10","94.6500","3.2800","97.9300","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","28","0","3.8300","0","3.8300","3.91"
"中間養成","131","0","34.3200","0","34.3200","35.05"
"成魚養成","212","10","56.5000","3.2800","59.7800","61.04"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","257","6","64.5000","2.0400","66.5400","67.95"
"鹹水","114","4","30.1500","1.2400","31.3900","32.05"
"半淡鹹水","0","0","0","0","0","0"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","4","0","1.0100","0","1.0100","1.05"
"今年6月","18","0","2.2700","0","2.2700","2.36"
"今年7月","33","0","6.3100","0","6.3100","6.56"
"今年8月","32","0","8.4200","0","8.4200","8.75"
"今年9月","21","0","6.3800","0","6.3800","6.63"
"今年10月","35","0","10.7400","0","10.7400","11.16"
"今年11月","23","2","5.4500","0.8600","6.3100","6.56"
"今年12月","44","4","10.9000","1.1800","12.0800","12.56"
"明年1月","10","2","3.0800","0.3500","3.4300","3.57"
"明年2月","30","0","8.3200","0","8.3200","8.65"
"明年3月","33","0","5.8600","0","5.8600","6.09"
"明年4月","28","0","8.5800","0","8.5800","8.92"
"明年5月","14","0","3.6500","0","3.6500","3.79"
"明年6月","4","0","0.9300","0","0.9300","0.97"
"明年7月","1","2","0.3100","0.8900","1.2000","1.25"
"明年8月","2","0","0.4800","0","0.4800","0.50"
"明年9月","1","0","0.3100","0","0.3100","0.32"
"明年10月","6","0","2.7400","0","2.7400","2.85"
"明年11月","1","0","0.2100","0","0.2100","0.22"
"明年12月","15","0","4.7200","0","4.7200","4.91"
"後年","8","0","2.2500","0","2.2500","2.34"
