"調查年度",91,"放養面積","(公頃)"
"魚種名稱","其他鱸魚","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","260","0","66.2900","0","66.2900","45.46","4,451,290","0"
"臺南縣","0","0","0","0","0","0","0","11,000"
"雲林縣","61","23","15.3700","6.9600","22.3300","15.31","1,447,500","419,650"
"嘉義縣","88","0","28.6000","0","28.6000","19.61","4,403,200","150"
"高雄縣","10","0","1.8800","0","1.8800","1.29","395,000","0"
"彰化縣","42","0","5.3900","0","5.3900","3.70","272,000","0"
"臺南市","0","0","0","0","0","0","0","10,000"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","25","0","21.3300","0","21.3300","14.63","1,203,222","0"
"臺東縣","0","0","0","0","0","0","0","4,100"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","486","23","138.8600","6.9600","145.8200","100.00","12,172,212","444,900"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","486","23","138.8600","6.9600","145.8200","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","97","0","27.1500","0","27.1500","18.62"
"中間養成","142","23","48.4600","6.9600","55.4200","38.01"
"成魚養成","182","0","49.3600","0","49.3600","33.85"
"蓄養可上市之成魚","65","0","13.8900","0","13.8900","9.53"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","222","10","66.3200","3.0400","69.3600","49.11"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","248","13","67.9500","3.9200","71.8700","50.89"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","2","0","0.4300","0","0.4300","0.29"
"今年6月","32","0","5.7100","0","5.7100","3.92"
"今年7月","37","0","17.6200","0","17.6200","12.08"
"今年8月","40","0","7.4900","0","7.4900","5.14"
"今年9月","37","0","9.5900","0","9.5900","6.58"
"今年10月","75","2","20.1900","0.3600","20.5500","14.09"
"今年11月","65","2","21.1200","0.9800","22.1000","15.16"
"今年12月","56","12","18.3900","3.8300","22.2200","15.24"
"明年1月","36","3","11.3400","0.7800","12.1200","8.31"
"明年2月","29","0","7.3500","0","7.3500","5.04"
"明年3月","52","3","13.9500","0.8200","14.7700","10.13"
"明年4月","5","0","0.8100","0","0.8100","0.56"
"明年5月","13","1","2.6800","0.1900","2.8700","1.97"
"明年6月","4","0","0.8200","0","0.8200","0.56"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","0.3700","0","0.3700","0.25"
"明年11月","0","0","0","0","0","0"
"明年12月","1","0","0.1700","0","0.1700","0.12"
"後年","1","0","0.8300","0","0.8300","0.57"
