"調查年度",93,"放養面積","(公頃)"
"魚種名稱","其他","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","768","26","201.6000","9.0300","210.6300","52.53","216,041,430","1,400,390"
"臺南縣","159","33","43.0900","17.8700","60.9600","15.20","38,857,000","12,701,500"
"雲林縣","32","15","8.9500","8.1100","17.0600","4.25","1,445,300","73,787,100"
"嘉義縣","154","27","42.9400","10.2000","53.1400","13.25","10,697,500","4,711,300"
"高雄縣","84","3","15.0000","1.0400","16.0400","4.00","128,160,100","130,000"
"彰化縣","11","0","2.9100","0","2.9100","0.73","673,550","3,000"
"臺南市","130","0","24.8300","0","24.8300","6.19","10,890,192,000","1,000"
"宜蘭縣","72","0","14.2400","0","14.2400","3.55","11,133,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","9","0","1.1900","0","1.1900","0.30","362,340","2,550"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,419","104","354.7500","46.2500","401.0000","100.00","11,297,562,220","92,736,840"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","14","2","1.7300","0.9400","2.6700","0.67"
"室外","1,400","102","352.8000","45.3100","398.1100","99.28"
"兼有","5","0","0.2200","0","0.2200","0.05"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","282","9","42.6300","8.2100","50.8400","12.68"
"中間養成","315","36","78.8100","16.5100","95.3200","23.77"
"成魚養成","581","42","158.3300","17.4600","175.7900","43.84"
"蓄養可上市之成魚","241","17","74.9800","4.0700","79.0500","19.71"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","246","34","56.0500","14.3100","70.3600","23.96"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","812","58","199.8900","23.4200","223.3100","76.04"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","36","0","4.7800","0","4.7800","1.21"
"今年6月","122","3","18.2900","0.6100","18.9000","4.77"
"今年7月","108","7","20.3800","2.9700","23.3500","5.89"
"今年8月","84","2","19.2400","1.1000","20.3400","5.13"
"今年9月","98","6","21.8600","2.9800","24.8400","6.27"
"今年10月","126","9","33.3900","5.1100","38.5000","9.71"
"今年11月","101","7","30.8100","3.3100","34.1200","8.61"
"今年12月","204","21","54.4700","8.3000","62.7700","15.83"
"明年1月","141","5","37.5900","1.4200","39.0100","9.84"
"明年2月","112","22","29.0700","10.1900","39.2600","9.90"
"明年3月","86","5","24.1700","1.3200","25.4900","6.43"
"明年4月","56","5","17.8600","1.4900","19.3500","4.88"
"明年5月","42","0","14.9200","0","14.9200","3.76"
"明年6月","43","2","15.8100","0.5400","16.3500","4.12"
"明年7月","15","2","4.8300","0.7500","5.5800","1.41"
"明年8月","10","0","1.3400","0","1.3400","0.34"
"明年9月","6","0","1.4200","0","1.4200","0.36"
"明年10月","13","0","1.8400","0","1.8400","0.46"
"明年11月","2","0","1.1800","0","1.1800","0.30"
"明年12月","0","0","0","0","0","0"
"後年","13","4","1.2100","1.9100","3.1200","0.79"
