"調查年度",91,"放養面積","(公頃)"
"魚種名稱","其他","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","768","7","180.5000","1.8400","182.3400","48.66","91,947,345","93,700"
"臺南縣","108","9","42.9600","5.5800","48.5400","12.95","79,024,000","298,740"
"雲林縣","29","0","8.7200","0","8.7200","2.33","377,000","0"
"嘉義縣","188","59","62.8400","21.9100","84.7500","22.62","11,494,320","10,072,700"
"高雄縣","100","14","21.6600","1.8100","23.4700","6.26","44,174,400","12,160,900"
"彰化縣","112","1","9.7100","0.1800","9.8900","2.64","5,248,600","500,000"
"臺南市","20","0","3.1400","0","3.1400","0.84","21,080","0"
"宜蘭縣","54","0","6.5900","0","6.5900","1.76","3,396,245","20,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","43","2","6.5300","0.0600","6.5900","1.76","6,048,200","40,400"
"臺東縣","2","3","0.2900","0.4200","0.7100","0.19","20,300","52,000"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","1,424","95","342.9400","31.8000","374.7400","100.00","241,751,490","23,238,440"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","1,424","95","342.9400","31.8000","374.7400","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","245","0","53.0300","0","53.0300","14.15"
"中間養成","376","7","82.2600","1.4200","83.6800","22.33"
"成魚養成","649","72","173.6600","28.6000","202.2600","53.97"
"蓄養可上市之成魚","154","16","33.9900","1.7800","35.7700","9.55"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","575","41","127.3700","13.3800","140.7500","42.92"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","675","48","170.5400","16.6300","187.1700","57.08"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","5","2","0.9000","0.5100","1.4100","0.38"
"今年6月","86","3","17.8400","1.2700","19.1100","5.10"
"今年7月","150","4","28.5600","1.2900","29.8500","7.97"
"今年8月","170","1","33.6400","0.3700","34.0100","9.08"
"今年9月","217","3","44.1800","1.0400","45.2200","12.07"
"今年10月","143","7","35.6700","3.1800","38.8500","10.37"
"今年11月","179","18","57.0100","7.5700","64.5800","17.23"
"今年12月","145","37","41.6100","9.8300","51.4400","13.73"
"明年1月","96","5","26.5200","1.0600","27.5800","7.36"
"明年2月","94","5","26.2200","2.5800","28.8000","7.69"
"明年3月","60","3","16.6600","1.3500","18.0100","4.81"
"明年4月","27","1","4.4700","0.1500","4.6200","1.23"
"明年5月","8","1","2.5000","0.1900","2.6900","0.72"
"明年6月","12","5","2.1200","1.4100","3.5300","0.94"
"明年7月","5","0","0.1700","0","0.1700","0.05"
"明年8月","4","0","0.3600","0","0.3600","0.10"
"明年9月","4","0","1.0000","0","1.0000","0.27"
"明年10月","2","0","0.1600","0","0.1600","0.04"
"明年11月","1","0","0.2000","0","0.2000","0.05"
"明年12月","3","0","0.3900","0","0.3900","0.10"
"後年","13","0","2.7600","0","2.7600","0.74"
