"調查年度",92,"放養面積","(公頃)"
"魚種名稱","花跳","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","170","4","110.0500","2.1300","112.1800","90.85","3,295,300","90,000"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","4","0","2.4600","0","2.4600","1.99","242,111","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","14","0","8.8400","0","8.8400","7.16","1,150,000","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","188","4","121.3500","2.1300","123.4800","100.00","4,687,411","90,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","188","4","121.3500","2.1300","123.4800","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","0","0","0","0","0","0"
"中間養成","0","2","0","1.4300","1.4300","1.16"
"成魚養成","49","2","34.4200","0.7000","35.1200","28.44"
"蓄養可上市之成魚","139","0","86.9300","0","86.9300","70.40"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","0","0","0","0","0","0"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","33","2","25.9700","1.4300","27.4000","100.00"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","2","0","0.8500","0","0.8500","0.69"
"今年6月","7","0","3.7000","0","3.7000","3.00"
"今年7月","13","0","10.8200","0","10.8200","8.76"
"今年8月","2","1","5.5200","0.4300","5.9500","4.82"
"今年9月","3","1","1.4800","0.2700","1.7500","1.42"
"今年10月","3","2","1.3700","1.4300","2.8000","2.27"
"今年11月","8","0","3.6700","0","3.6700","2.97"
"今年12月","110","0","70.2600","0","70.2600","56.90"
"明年1月","33","0","18.4500","0","18.4500","14.94"
"明年2月","0","0","0","0","0","0"
"明年3月","3","0","2.6500","0","2.6500","2.15"
"明年4月","1","0","0.9300","0","0.9300","0.75"
"明年5月","2","0","1.2100","0","1.2100","0.98"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","1","0","0.4400","0","0.4400","0.36"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
