"調查年度",93,"放養面積","(公頃)"
"魚種名稱","花跳","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","124","1","95.5400","0.4800","96.0200","99.67","10,158,300","20,000"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","0","0","0","0","0","0","0","0"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","3","0","0.3200","0","0.3200","0.33","33,400","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","0","0","0","0","0","0","0","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","127","1","95.8600","0.4800","96.3400","100.00","10,191,700","20,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","127","1","95.8600","0.4800","96.3400","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","3","0","0.3200","0","0.3200","0.33"
"中間養成","1","0","0.5100","0","0.5100","0.53"
"成魚養成","123","1","95.0300","0.4800","95.5100","99.14"
"蓄養可上市之成魚","0","0","0","0","0","0"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","4","0","0.8300","0","0.8300","5.46"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","16","0","14.3700","0","14.3700","94.54"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","2","0","1.6700","0","1.6700","1.73"
"今年8月","7","0","5.1900","0","5.1900","5.39"
"今年9月","7","0","5.2200","0","5.2200","5.42"
"今年10月","30","1","23.3500","0.4800","23.8300","24.74"
"今年11月","30","0","22.4600","0","22.4600","23.31"
"今年12月","19","0","14.7100","0","14.7100","15.27"
"明年1月","8","0","5.5800","0","5.5800","5.79"
"明年2月","8","0","7.6600","0","7.6600","7.95"
"明年3月","2","0","0.8800","0","0.8800","0.91"
"明年4月","1","0","0.5700","0","0.5700","0.59"
"明年5月","3","0","1.8700","0","1.8700","1.94"
"明年6月","7","0","5.4200","0","5.4200","5.63"
"明年7月","1","0","0.1600","0","0.1600","0.17"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","1","0","0","0","0","0"
"明年11月","1","0","1.1200","0","1.1200","1.16"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
