"調查年度",90,"放養面積","(公頃)"
"魚種名稱","黃臘魚參","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","257","51","62.5298","18.3746","80.9044","80.67","5,725,680","867,700"
"臺南縣","4","0","2.5186","0","2.5186","2.51","27,500","3,000"
"雲林縣","0","0","0","0","0","0","0","0"
"嘉義縣","5","0","1.0264","0","1.0264","1.02","95,000","0"
"高雄縣","38","0","13.1092","0","13.1092","13.07","413,500","0"
"彰化縣","3","1","0.8397","0.0668","0.9065","0.90","39,100","4,100"
"臺南市","5","0","1.2731","0","1.2731","1.27","40,000","0"
"宜蘭縣","2","0","0.5470","0","0.5470","0.55","6,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","314","52","81.8438","18.4414","100.2852","100.00","6,346,780","874,800"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","314","52","81.8438","18.4414","100.2852","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","55","3","5.3518","0.8212","6.1730","6.16"
"中間養成","67","26","19.4103","7.2872","26.6975","26.62"
"成魚養成","133","20","41.5299","9.1333","50.6632","50.52"
"蓄養可上市之成魚","59","3","15.5518","1.1997","16.7515","16.70"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","5","1","1.4796","0.0668","1.5464","1.91"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","269","38","66.9206","12.2897","79.2103","98.09"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","1","0","0.3817","0","0.3817","0.38"
"今年6月","9","1","2.8745","0.4491","3.3236","3.31"
"今年7月","8","2","0.7601","0.7501","1.5102","1.51"
"今年8月","30","5","4.9650","1.8154","6.7804","6.76"
"今年9月","36","2","6.8459","0.6262","7.4721","7.45"
"今年10月","35","6","8.6403","1.8429","10.4832","10.45"
"今年11月","35","10","11.0788","3.0606","14.1394","14.10"
"今年12月","48","12","15.7023","3.8858","19.5881","19.53"
"明年1月","34","10","10.4765","3.9190","14.3955","14.35"
"明年2月","30","1","8.2281","0.9825","9.2106","9.18"
"明年3月","18","0","4.9763","0","4.9763","4.96"
"明年4月","6","1","2.2064","0.5930","2.7994","2.79"
"明年5月","4","0","0.9830","0","0.9830","0.98"
"明年6月","11","0","2.3986","0","2.3986","2.39"
"明年7月","2","1","0.3320","0.4500","0.7820","0.78"
"明年8月","3","0","0.5211","0","0.5211","0.52"
"明年9月","1","1","0.1200","0.0668","0.1868","0.19"
"明年10月","1","0","0.0282","0","0.0282","0.03"
"明年11月","1","0","0.2929","0","0.2929","0.29"
"明年12月","1","0","0.0321","0","0.0321","0.03"
"後年","0","0","0","0","0","0"
