"調查年度",91,"放養面積","(公頃)"
"魚種名稱","黃臘魚參","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","276","18","57.1400","7.4000","64.5400","80.33","11,611,600","363,900"
"臺南縣","2","0","1.0400","0","1.0400","1.29","9,000","0"
"雲林縣","0","0","0","0","0","0","0","100"
"嘉義縣","1","0","0.1200","0","0.1200","0.15","30,000","0"
"高雄縣","44","0","14.3800","0","14.3800","17.90","460,000","5,000"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","1","0","0.2600","0","0.2600","0.32","10,000","0"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","324","18","72.9400","7.4000","80.3400","100.00","12,120,600","369,000"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","6","0","1.7000","0","1.7000","2.12"
"室外","311","18","69.0800","7.4000","76.4800","95.20"
"兼有","7","0","2.1600","0","2.1600","2.69"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","100","0","8.4800","0","8.4800","10.56"
"中間養成","36","7","11.7300","2.4500","14.1800","17.65"
"成魚養成","132","9","37.8800","3.9800","41.8600","52.10"
"蓄養可上市之成魚","56","2","14.8500","0.9700","15.8200","19.69"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","18","0","4.8900","0","4.8900","7.16"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","275","12","59.0600","4.3400","63.4000","92.84"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","1","0","0.0200","0","0.0200","0.02"
"今年7月","24","2","1.6900","0.9700","2.6600","3.31"
"今年8月","74","1","9.9300","0.3200","10.2500","12.76"
"今年9月","28","2","5.2100","0.6000","5.8100","7.23"
"今年10月","25","2","7.5800","0.6800","8.2600","10.28"
"今年11月","23","2","7.2000","0.6400","7.8400","9.76"
"今年12月","35","1","8.6100","0.9000","9.5100","11.84"
"明年1月","27","6","9.1300","2.5700","11.7000","14.56"
"明年2月","36","1","9.6900","0.3200","10.0100","12.46"
"明年3月","23","1","6.4200","0.4000","6.8200","8.49"
"明年4月","9","0","2.7400","0","2.7400","3.41"
"明年5月","2","0","0.8500","0","0.8500","1.06"
"明年6月","8","0","1.2600","0","1.2600","1.57"
"明年7月","0","0","0","0","0","0"
"明年8月","4","0","0.8600","0","0.8600","1.07"
"明年9月","3","0","1.4100","0","1.4100","1.76"
"明年10月","0","0","0","0","0","0"
"明年11月","1","0","0.3100","0","0.3100","0.39"
"明年12月","1","0","0.0300","0","0.0300","0.04"
"後年","0","0","0","0","0","0"
