"調查年度",95,"放養面積","3.2244(公頃)"
"魚種名稱","蟳蟹類","放養數量","408,000(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"合　計","10","6","3.2244","3.0772","6.3016","100.00","408,000","65,970"
"屏東縣","0","0","0","0","0","0","0","0"
"臺南縣","2","3","2.1826","1.2467","3.4293","54.42","200,000","26,500"
"雲林縣","0","0","0","0","0","0","0","6,500"
"嘉義縣","3","3","0.4732","1.8305","2.3037","36.56","110,000","17,470"
"高雄縣","0","0","0","0","0","0","0","0"
"彰化縣","0","0","0","0","0","0","0","0"
"臺南市","0","0","0","0","0","0","0","0"
"宜蘭縣","5","0","0.5686","0","0.5686","9.02","98,000","15,500"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"公有","0","0","0","0","0","0"
"自有","6","4","0.8797","1.9050","2.7847","67.61"
"公有租用","0","1","0","0.4236","0.4236","10.28"
"私有租用","2","1","0.1621","0.7486","0.9107","22.11"
"私有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","2","0","2.1826","0","2.1826","34.64"
"中間養成","0","3","0","1.2467","1.2467","19.78"
"成魚養成","8","3","1.0418","1.8305","2.8723","45.58"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","2","0","0.4732","0","0.4732","7.51"
"純海水","6","5","2.5891","2.3286","4.9177","78.04"
"半淡鹹水","2","1","0.1621","0.7486","0.9107","14.45"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","0","0","0","0","0","0"
"今年7月","0","1","0","0.7486","0.7486","11.88"
"今年8月","0","1","0","0.4236","0.4236","6.72"
"今年9月","0","3","0","1.2467","1.2467","19.78"
"今年10月","3","0","0.4065","0","0.4065","6.45"
"今年11月","2","0","0.1621","0","0.1621","2.57"
"今年12月","1","1","0","0.6583","0.6583","10.45"
"明年1月","0","0","0","0","0","0"
"明年2月","0","0","0","0","0","0"
"明年3月","0","0","0","0","0","0"
"明年4月","2","0","2.1826","0","2.1826","34.64"
"明年5月","2","0","0.4732","0","0.4732","7.51"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","0","0","0","0","0","0"
"明年10月","0","0","0","0","0","0"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
"今年4月","0","0","0","0","0","0"
"今年1月","0","0","0","0","0","0"
"今年3月","0","0","0","0","0","0"
"今年2月","0","0","0","0","0","0"
