"調查年度",90,"放養面積","(公頃)"
"魚種名稱","蟳蟹類","放養數量","(尾、粒、隻)"
"所屬縣市","養殖口數",,"養殖面積（公頃）",,,,"放養數量"
,"單養","混養","單養","混養","合　計","百分比(%)","單養","混養"
"全國","0","0","0","0","0","0","0","0"
"屏東縣","36","1","5.1269","0.0721","5.1990","6.44","402,900","382,050"
"臺南縣","21","64","4.1208","35.3104","39.4312","48.85","81,300","305,630"
"雲林縣","2","0","0.6053","0","0.6053","0.75","11,800","0"
"嘉義縣","13","26","6.0717","10.9898","17.0615","21.14","352,000","647,700"
"高雄縣","1","0","0.1053","0","0.1053","0.13","2,000","25,500"
"彰化縣","2","1","1.6304","0.0881","1.7185","2.13","19,300","12,400"
"臺南市","35","13","15.0417","1.1004","16.1421","20.00","535,000","152,900"
"宜蘭縣","5","0","0.4555","0","0.4555","0.56","425,000","82,000"
"桃園縣","0","0","0","0","0","0","0","0"
"花蓮縣","0","0","0","0","0","0","0","0"
"臺東縣","0","0","0","0","0","0","0","0"
"澎湖縣","0","0","0","0","0","0","0","0"
"新竹縣","0","0","0","0","0","0","0","0"
"南投縣","0","0","0","0","0","0","0","0"
"臺北縣","0","0","0","0","0","0","0","0"
"新竹市","0","0","0","0","0","0","0","0"
"苗栗縣","0","0","0","0","0","0","0","0"
"臺中縣","0","0","0","0","0","0","0","0"
"嘉義市","0","0","0","0","0","0","0","0"
"高雄市","0","0","0","0","0","0","0","0"
"臺北市","0","0","0","0","0","0","0","0"
"臺中市","0","0","0","0","0","0","0","0"
"基隆市","0","0","0","0","0","0","0","0"
"連江縣","0","0","0","0","0","0","0","0"
"金門縣","0","0","0","0","0","0","0","0"
"合　計","115","105","33.1576","47.5608","80.7184","100.00","1,829,300","1,608,180"
"土地權利別"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"室內","0","0","0","0","0","0"
"室外","115","105","33.1576","47.5608","80.7184","100.00"
"兼有","0","0","0","0","0","0"
"經營型態"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"魚苗繁殖","4","3","0.8187","0.3963","1.2150","1.51"
"中間養成","40","2","6.3156","0.6659","6.9815","8.65"
"成魚養成","66","99","24.7191","45.9673","70.6864","87.57"
"蓄養可上市之成魚","5","1","1.3042","0.5313","1.8355","2.27"
"養殖池水"
"項目","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"淡水","6","1","1.1361","0.0881","1.2242","5.73"
"鹹水","0","0","0","0","0","0"
"半淡鹹水","47","28","9.3496","10.7856","20.1352","94.27"
"擬收獲期"
"預定收獲月份","養殖口數",,"養殖面積（公頃）"
,"單養","混養","單養","混養","合　計","百分比(%)"
"今年5月","0","0","0","0","0","0"
"今年6月","2","0","0.6979","0","0.6979","0.86"
"今年7月","1","2","0.0695","0.3256","0.3951","0.49"
"今年8月","17","15","7.3145","2.4844","9.7989","12.14"
"今年9月","13","7","7.4925","2.4799","9.9724","12.35"
"今年10月","27","26","6.7211","11.9508","18.6719","23.13"
"今年11月","14","8","3.6832","4.5187","8.2019","10.16"
"今年12月","19","2","3.5283","0.4713","3.9996","4.96"
"明年1月","9","0","0.5604","0","0.5604","0.69"
"明年2月","4","44","0.9880","25.2420","26.2300","32.50"
"明年3月","5","0","0.8362","0","0.8362","1.04"
"明年4月","1","0","0.2201","0","0.2201","0.27"
"明年5月","1","0","0.1560","0","0.1560","0.19"
"明年6月","0","0","0","0","0","0"
"明年7月","0","0","0","0","0","0"
"明年8月","0","0","0","0","0","0"
"明年9月","2","0","0.8899","0","0.8899","1.10"
"明年10月","0","1","0","0.0881","0.0881","0.11"
"明年11月","0","0","0","0","0","0"
"明年12月","0","0","0","0","0","0"
"後年","0","0","0","0","0","0"
